0 0.4573238 -6.288898
0.1 0.452044 -6.283581
0.2 0.4524363 -6.283384
0.3 0.4475224 -6.277395
0.4 0.4518696 -6.282394
0.5 0.4476822 -6.279153
0.6 0.4525001 -6.28521
0.7 0.4517858 -6.284887
0.8 0.4485311 -6.280556
0.9 0.4535679 -6.284778
1 0.456234 -6.286336
1.1 0.4474872 -6.27785
1.2 0.4537189 -6.283723
1.3 0.4473239 -6.278995
1.4 0.4479042 -6.279151
1.5 0.4605004 -6.29178
1.6 0.4547656 -6.286045
1.7 0.4477176 -6.27704
1.8 0.459007 -6.288984
1.9 0.4540339 -6.285676
2 0.4470796 -6.278363
2.1 0.4553674 -6.286488
2.2 0.454677 -6.28521
2.3 0.4555097 -6.286628
2.4 0.4500052 -6.28233
2.5 0.4492532 -6.282262
2.6 0.4545072 -6.287223
2.7 0.4560314 -6.28653
2.8 0.4585944 -6.288995
2.9 0.4388569 -6.269517
3 0.4498769 -6.281386
3.1 0.4449898 -6.275454
3.2 0.4518884 -6.282712
3.3 0.4522781 -6.283918
3.4 0.449397 -6.280941
3.5 0.4486221 -6.280559
3.6 0.4461802 -6.276356
3.7 0.4565425 -6.287308
3.8 0.4594696 -6.290365
3.9 0.4539444 -6.28533
4 0.4455394 -6.278001
4.1 0.4474625 -6.278522
4.2 0.4499125 -6.281558
4.3 0.4476285 -6.279601
4.4 0.4480304 -6.280361
4.5 0.4537229 -6.285955
4.6 0.4500094 -6.281914
4.7 0.4433317 -6.275302
4.8 0.4546443 -6.285668
4.9 0.451277 -6.283834
5 0.4495433 -6.281645
5.1 0.4559921 -6.286984
5.2 0.4485465 -6.280289
5.3 0.4514192 -6.283814
5.4 0.4522329 -6.284009
5.5 0.4445727 -6.276609
5.6 0.461004 -6.293855
5.7 0.4579986 -6.288567
5.8 0.4605964 -6.290966
5.9 0.4434183 -6.274897
6 0.4530329 -6.284024
6.1 0.4524414 -6.284184
6.2 0.4459728 -6.277422
6.3 0.4513421 -6.281486
6.4 0.4577207 -6.287799
6.5 0.4444896 -6.277048
6.6 0.4427421 -6.275366
6.7 0.443965 -6.276623
6.8 0.4596331 -6.291281
6.9 0.4448983 -6.275925
7 0.4589182 -6.290795
7.1 0.4491209 -6.281356
7.2 0.4531774 -6.284859
7.3 0.4578873 -6.288557
7.4 0.4573133 -6.287004
7.5 0.4504387 -6.2815
7.6 0.4454442 -6.27683
7.7 0.4520377 -6.283491
7.8 0.4542759 -6.284782
7.9 0.451907 -6.281076
8 0.4489045 -6.279215
8.1 0.4563585 -6.287092
8.2 0.4538625 -6.284498
8.3 0.4468807 -6.277711
8.4 0.4435848 -6.275294
8.5 0.4495907 -6.280353
8.6 0.442255 -6.274193
8.7 0.4464881 -6.278983
8.8 0.4540502 -6.285728
8.9 0.4537262 -6.28573
9 0.4425276 -6.274531
9.1 0.4526057 -6.285003
9.2 0.4520785 -6.283627
9.3 0.4487332 -6.280446
9.4 0.4572409 -6.28791
9.5 0.4543402 -6.285955
9.6 0.4526592 -6.284273
9.7 0.4510402 -6.283175
9.8 0.4466818 -6.279206
9.9 0.4501522 -6.283394
10 0.4541846 -6.285893
