0 0.5754821 -6.030059
0.1 0.5718402 -6.025893
0.2 0.5539443 -6.008192
0.3 0.5676528 -6.022097
0.4 0.5710275 -6.025828
0.5 0.5668026 -6.022907
0.6 0.5670263 -6.023094
0.7 0.5606484 -6.016585
0.8 0.5669636 -6.021498
0.9 0.5674273 -6.02356
1 0.5599019 -6.014206
1.1 0.571013 -6.026101
1.2 0.5742376 -6.029947
1.3 0.5612278 -6.015924
1.4 0.5662344 -6.021031
1.5 0.568982 -6.023485
1.6 0.5720041 -6.027944
1.7 0.5611282 -6.014491
1.8 0.5765529 -6.031353
1.9 0.561003 -6.015246
2 0.556389 -6.012327
2.1 0.5569895 -6.01012
2.2 0.5717285 -6.026036
2.3 0.5670462 -6.022363
2.4 0.5620675 -6.018493
2.5 0.5685574 -6.02469
2.6 0.5701185 -6.023708
2.7 0.5578682 -6.010803
2.8 0.5606603 -6.015393
2.9 0.5630384 -6.018814
3 0.5783299 -6.032901
3.1 0.5591422 -6.012568
3.2 0.560345 -6.014523
3.3 0.5635007 -6.017748
3.4 0.575734 -6.029491
3.5 0.5643771 -6.018297
3.6 0.5673965 -6.022493
3.7 0.5645456 -6.020458
3.8 0.5595616 -6.014918
3.9 0.5632913 -6.018617
4 0.5729967 -6.027571
4.1 0.572341 -6.026847
4.2 0.5647327 -6.019531
4.3 0.568151 -6.023047
4.4 0.569837 -6.0248
4.5 0.5795743 -6.033363
4.6 0.5724633 -6.026773
4.7 0.5684039 -6.02366
4.8 0.5611968 -6.016676
4.9 0.5617014 -6.017344
5 0.5679633 -6.023117
5.1 0.5679228 -6.022816
5.2 0.564972 -6.01928
5.3 0.548748 -6.002987
5.4 0.5665064 -6.022219
5.5 0.5538773 -6.008839
5.6 0.5709129 -6.026302
5.7 0.5692094 -6.02375
5.8 0.5629236 -6.016322
5.9 0.5624009 -6.015733
6 0.5708582 -6.024156
6.1 0.5645611 -6.018478
6.2 0.5605334 -6.015167
6.3 0.5634388 -6.016829
6.4 0.5720753 -6.025367
6.5 0.5675768 -6.022145
6.6 0.5636822 -6.017695
6.7 0.5589072 -6.012497
6.8 0.5755038 -6.026874
6.9 0.5774955 -6.030758
7 0.5677396 -6.022666
7.1 0.5640593 -6.019214
7.2 0.574814 -6.028241
7.3 0.5682906 -6.021977
7.4 0.5898387 -6.04304
7.5 0.5557909 -6.008729
7.6 0.5670577 -6.020325
7.7 0.5670779 -6.020998
7.8 0.5821733 -6.035867
7.9 0.5542026 -6.010116
8 0.5677974 -6.023059
8.1 0.5702919 -6.025193
8.2 0.5626344 -6.019395
8.3 0.571473 -6.026733
8.4 0.5791774 -6.033361
8.5 0.5647391 -6.019833
8.6 0.5739871 -6.027514
8.7 0.5839648 -6.037037
8.8 0.5745755 -6.026603
8.9 0.5639192 -6.018555
9 0.5780424 -6.033724
9.1 0.5643906 -6.018797
9.2 0.5669582 -6.022214
9.3 0.5660976 -6.020177
9.4 0.5668489 -6.02044
9.5 0.5802537 -6.032996
9.6 0.5660716 -6.0194
9.7 0.5724901 -6.025883
9.8 0.5639701 -6.016612
9.9 0.5587099 -6.0121
10 0.5745939 -6.027822
