0 0.5115348 -6.162332
0.1 0.5197384 -6.168837
0.2 0.5128425 -6.162037
0.3 0.5054171 -6.152587
0.4 0.5061035 -6.154447
0.5 0.5270655 -6.175477
0.6 0.5042227 -6.152763
0.7 0.515759 -6.163778
0.8 0.5009829 -6.149751
0.9 0.5164816 -6.165284
1 0.5164694 -6.165759
1.1 0.5150027 -6.164719
1.2 0.5147513 -6.165185
1.3 0.5175087 -6.166866
1.4 0.5098148 -6.159562
1.5 0.516664 -6.165563
1.6 0.5071218 -6.155759
1.7 0.5164357 -6.16465
1.8 0.5152679 -6.163511
1.9 0.5012291 -6.150448
2 0.5231441 -6.171158
2.1 0.5084965 -6.156347
2.2 0.5085381 -6.155898
2.3 0.5128698 -6.161243
2.4 0.5046754 -6.152721
2.5 0.5186925 -6.167
2.6 0.5119173 -6.160353
2.7 0.5161236 -6.164791
2.8 0.5079462 -6.156089
2.9 0.5153834 -6.163625
3 0.5068219 -6.15588
3.1 0.5132124 -6.161161
3.2 0.5145841 -6.164427
3.3 0.5167739 -6.165702
3.4 0.5106832 -6.160427
3.5 0.5138571 -6.162524
3.6 0.5165524 -6.165971
3.7 0.5050461 -6.154465
3.8 0.5083019 -6.158438
3.9 0.5101768 -6.158321
4 0.5070776 -6.15506
4.1 0.511793 -6.160233
4.2 0.5099764 -6.159788
4.3 0.5131262 -6.161829
4.4 0.516991 -6.165173
4.5 0.5109779 -6.160562
4.6 0.5007009 -6.150122
4.7 0.5185728 -6.166493
4.8 0.5154494 -6.163728
4.9 0.5075789 -6.15625
5 0.518486 -6.168365
5.1 0.5042543 -6.153153
5.2 0.5099791 -6.158779
5.3 0.5166935 -6.164092
5.4 0.5128011 -6.160198
5.5 0.5141506 -6.164223
5.6 0.4985885 -6.147389
5.7 0.5144768 -6.163276
5.8 0.5055993 -6.153714
5.9 0.5101628 -6.158703
6 0.5207616 -6.167899
6.1 0.5065154 -6.155155
6.2 0.5199407 -6.170083
6.3 0.5179584 -6.167151
6.4 0.5077963 -6.157802
6.5 0.5023996 -6.152733
6.6 0.5119895 -6.161311
6.7 0.5120333 -6.161159
6.8 0.512998 -6.161373
6.9 0.5101934 -6.16007
7 0.5002938 -6.148504
7.1 0.5090537 -6.157428
7.2 0.5070706 -6.156393
7.3 0.512855 -6.161622
7.4 0.5097812 -6.159203
7.5 0.5039268 -6.152792
7.6 0.5105198 -6.159647
7.7 0.515825 -6.164821
7.8 0.5087165 -6.156311
7.9 0.5052662 -6.153156
8 0.5043696 -6.152778
8.1 0.5061547 -6.156521
8.2 0.5090632 -6.157798
8.3 0.5174397 -6.166304
8.4 0.4990764 -6.147711
8.5 0.5106858 -6.160332
8.6 0.506794 -6.155984
8.7 0.5117875 -6.160849
8.8 0.5132664 -6.161839
8.9 0.5184101 -6.16643
9 0.5073162 -6.156511
9.1 0.5130223 -6.16173
9.2 0.5129109 -6.162957
9.3 0.5132137 -6.162053
9.4 0.504501 -6.154126
9.5 0.5120421 -6.16196
9.6 0.5026639 -6.152806
9.7 0.5209238 -6.172667
9.8 0.5053924 -6.155797
9.9 0.5120704 -6.161986
10 0.5139473 -6.163014
