ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
1200
ITEM: BOX BOUNDS pp pp pp
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
ITEM: ATOMS id type x y z vx vy vz
360 1 -1.42459 -2.74723 -2.97582 -0.318679 -0.574702 0.145657
1104 2 -1.99544 -1.33445 -1.39201 1.35092 -0.901582 0.595328
336 1 -2.14262 -2.24488 -3.85511 -0.23947 -0.215851 0.0598952
1016 2 -2.58553 -4.03644 -0.70112 -0.303802 -0.421608 0.754751
1032 2 -0.943645 -2.27851 -0.593493 0.437452 -0.750861 -0.251553
920 2 -1.83513 -0.701133 -1.94866 0.104717 0.0168847 -0.0268025
824 2 -1.65719 -0.429868 -1.00116 -0.253945 0.387065 -0.0360872
888 2 -3.67666 -1.17403 -1.76894 -0.194382 -1.14675 0.558923
176 1 -0.503953 -4.20673 -0.13011 -0.707383 0.293056 0.303548
632 2 -0.491658 -2.87723 -0.155007 -0.443202 -1.01124 0.829521
672 2 -1.46693 -1.55178 -0.174188 1.75193 -0.538987 0.933258
416 2 -3.26469 -3.83047 -2.24139 1.00183 1.35841 -0.752126
704 2 -3.35503 -1.87498 -3.56969 1.14735 -0.838531 -0.188831
112 1 -4.21715 -2.37445 -3.55004 -0.524428 -0.477915 0.117948
80 1 -4.37617 -2.3281 -2.44701 0.182044 1.12665 0.0991534
504 2 -2.60378 -0.0641269 -0.659589 -0.447768 1.05366 -0.437684
1177 2 -4.05342 -3.6267 -1.86234 0.203711 0.101789 -0.831838
345 1 -0.0933425 -0.979273 -3.83187 0.300662 0.495627 1.14036
1057 2 -1.08941 -3.9455 -4.18189 0.646763 -0.427441 -0.711402
1097 2 -1.11107 -4.24598 -3.12142 -0.501957 -0.544527 -0.123707
553 2 -3.88202 -0.842936 -4.01688 0.349073 0.13749 0.600399
825 2 -2.62597 -1.02326 -0.001643 0.812878 1.36435 -0.824448
865 2 -2.68949 -1.67682 -4.0625 -0.200893 -0.260576 1.42029
897 2 -1.19646 -2.06394 -1.8573 0.900955 -0.244639 0.389717
521 2 -0.418742 -3.05424 -2.24238 0.00309164 -0.676461 -0.202318
817 2 -3.59632 -1.41856 -2.71067 -0.455087 1.20748 0.261476
145 1 -1.20565 -4.3174 -3.64657 0.320855 -0.532438 0.561853
105 1 -0.438547 -2.41259 -0.441113 0.150008 0.294145 -0.28726
657 2 -1.34877 -1.45932 -2.57638 1.6471 -0.140227 -0.353199
121 1 -4.40561 -3.27085 -2.09073 0.09694 -1.58753 -0.236742
673 2 -3.67136 -0.724755 -3.19197 0.125881 0.0836633 0.131548
17 1 -2.21016 -1.87651 -1.17965 0.193185 0.215019 -0.659161
489 2 -2.2264 -3.47551 -4.1415 0.146308 -1.2588 0.460253
497 2 -3.79964 -0.56522 -0.167234 -0.0493729 0.00340105 -0.339711
1130 2 -1.23022 -1.48596 -1.02994 0.236985 0.282641 0.64659
1170 2 -2.50098 -2.56914 -4.19973 -1.36665 1.17965 -1.0754
1186 2 -3.05847 -2.23859 -2.88887 0.144073 0.361485 0.0279451
698 2 -4.33137 -0.802529 -2.69195 0.166189 0.841153 0.76539
1026 2 -1.33034 -1.66785 -3.676 -0.322594 -0.904545 -0.591078
690 2 -4.39201 -3.90615 -3.24253 -0.232853 -0.385368 0.261232
1098 2 -3.73746 -1.45665 -0.143541 -0.198191 -0.879746 0.313068
194 1 -3.39989 -3.45771 -3.54912 0.184194 0.0555442 0.996333
762 2 -3.47664 -2.23167 -4.41314 1.33065 1.28395 0.299322
810 2 -2.15197 -3.00229 -2.82396 0.462961 -0.0203867 -0.964114
58 1 -3.50678 -1.91962 -2.98128 0.68169 0.433228 0.361797
642 2 -4.12948 -3.3263 -0.687328 0.49566 0.591241 -0.67238
618 2 -1.00013 -0.0313885 -3.1117 -0.848122 -0.57514 1.48761
26 1 -1.66747 -1.12637 -3.63995 -1.07489 0.00535202 -0.3628
42 1 -2.9082 -0.334251 -1.01727 -0.328945 -0.011784 -0.0491307
50 1 -0.434085 -3.4755 -3.94157 -0.451064 -1.09351 0.0712495
10 1 -1.13445 -2.59579 -4.34518 0.158147 0.222758 -0.118305
482 2 -3.59544 -2.08457 -1.59091 -0.437576 -0.353076 1.06339
490 2 -3.28565 -0.79044 -0.751315 -0.103839 -0.1103 -0.23785
811 2 -2.93681 -3.75253 -3.51388 -1.12936 -0.672585 -0.968735
1099 2 -2.51237 -3.65395 -1.52825 0.506674 0.213257 -0.875888
1171 2 -1.88251 -0.472109 -0.0763806 0.122922 0.833567 0.719463
763 2 -2.17127 -2.77601 -1.66078 -0.446234 -0.782322 0.14063
1043 2 -0.578656 -1.59399 -3.13919 0.888017 0.106173 -0.0495033
1051 2 -2.47352 -0.58547 -1.29222 0.0413624 -0.00874482 0.948369
1059 2 -2.99041 -2.2355 -0.0863217 -0.222383 -0.221306 0.693503
275 1 -3.61097 -0.449707 -3.71464 0.00781662 0.54074 0.142886
267 1 -2.42941 -3.86969 -3.78124 0.308847 0.235406 1.0013
747 2 -0.730731 -3.70995 -1.65132 -0.383472 -0.105446 -0.486649
195 1 -0.903975 -1.16565 -2.97323 -0.313799 0.090865 -0.862914
211 1 -0.896528 -1.96457 -3.53054 0.111274 0.423322 0.345483
179 1 -3.65346 -4.001 -1.81804 0.615616 0.0749819 0.520923
131 1 -3.61322 -3.2783 -0.993816 0.265135 -0.367891 0.760936
627 2 -3.27712 -2.93026 -1.25978 -0.283009 0.867997 1.29789
651 2 -1.39364 -0.851526 -3.24407 0.650587 -0.288762 0.27149
91 1 -0.918462 -3.72102 -2.96658 0.572925 0.249718 -0.585987
571 2 -2.41523 -0.067802 -4.27002 -0.952874 0.569722 0.0669216
59 1 -3.10795 -2.45507 -1.50547 0.856951 -0.736325 -0.420414
619 2 -0.787985 -3.8725 -2.43992 0.908879 1.66361 0.782562
380 1 -0.468182 -2.63806 -2.65016 -0.657335 0.175206 0.363789
1108 2 -1.97904 -3.88807 -3.44579 -0.020207 -0.400574 -0.131879
908 2 -3.02409 -0.103043 -1.5873 0.534025 0.567588 -0.728187
1148 2 -2.04781 -3.21892 -0.931599 -0.489773 -0.382564 -0.436828
1196 2 -1.81473 -2.28406 -1.07997 -1.23717 0.225122 1.13969
