ITEM: TIMESTEP
100066
ITEM: NUMBER OF ATOMS
501
ITEM: BOX BOUNDS pp pp pp
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
ITEM: ATOMS id type x y z vx vy vz
424 2 -2.95249 -3.2815 -2.44898 -0.732763 1.25195 0.218115
314 2 -0.724561 -2.76143 -1.98683 -0.0661912 0.171033 -0.00605006
215 2 -2.27893 -1.4755 -1.14546 0.884466 1.7765 -1.19479
275 2 -2.58361 -0.727379 -0.702405 -1.20518 -0.122018 1.3663
24 1 -2.83353 -2.85366 -2.14617 0.317005 0.713723 0.838923
136 1 -0.518096 -1.35168 -0.80913 -0.278242 0.616286 -0.734234
37 1 -0.823529 -0.926526 -2.94164 0.448974 -0.962729 0.11734
173 2 -3.31463 -2.47777 -2.16419 0.0782413 -0.00185879 1.24105
454 2 -0.782081 -0.810525 -0.774376 -1.13512 1.36794 -0.910175
39 1 -1.2831 -0.436232 -0.892011 0.355782 0.212731 -0.0578301
350 2 -2.84017 -0.844324 -2.17504 0.298832 -0.82114 -1.52277
265 2 -0.504581 -1.3843 -0.267625 -0.093478 -0.722186 -0.438118
234 2 -0.694871 -1.52029 -2.89334 -1.20819 -2.29755 1.02273
442 2 -0.863867 -1.50595 -1.73169 0.0673232 -1.18024 0.0239337
451 2 -0.700355 -2.38635 -2.79574 -0.268431 -0.00550042 -0.221725
399 2 -2.3729 -1.61209 -2.22673 -0.329599 -0.826356 1.2648
186 2 -1.20751 -0.154154 -1.36987 0.914549 0.319953 0.161172
18 1 -1.38429 -1.74815 -1.84495 1.1483 0.32827 0.370845
13 1 -2.75719 -0.28505 -2.01716 -1.00033 -1.11699 0.14336
10 1 -0.386944 -1.95525 -2.6896 -0.492592 0.183726 0.403302
332 2 -0.448024 -1.92242 -0.894526 1.56388 0.583081 -1.19552
103 1 -3.29052 -2.07057 -0.341863 1.47269 1.22713 -0.166557
25 1 -2.14134 -2.08999 -2.54511 0.232842 0.927578 -0.540895
214 2 -1.22131 -3.15484 -2.57928 0.21987 1.01773 -0.805414
376 2 -2.53007 -2.91809 -0.844638 0.0573271 -0.805139 -0.214551
266 2 -1.94802 -2.14698 -3.0834 1.29123 -0.0318518 -1.39514
422 2 -1.47563 -0.727172 -2.44146 0.777388 0.43366 1.8518
272 2 -1.24275 -0.845426 -3.25822 0.711725 -0.59798 1.29173
126 1 -1.54317 -3.22278 -3.02822 0.478775 0.359165 0.627625
26 1 -0.361889 -3.12102 -0.219011 -0.728798 1.37605 0.592463
66 1 -0.629994 -2.97066 -2.49762 -0.145352 0.804807 -0.63743
220 2 -1.7617 -3.16957 -1.27106 -0.579484 0.465831 0.324353
23 1 -1.78048 -0.589081 -3.26193 -0.914773 -0.564795 0.649457
225 2 -3.13611 -1.31475 -1.50846 1.60535 -0.981449 -1.86132
3 1 -0.184919 -0.153207 -2.75239 -0.588332 0.228823 -0.718869
242 2 -2.41029 -2.5759 -2.42918 -1.04519 0.471203 0.280529
192 2 -0.994709 -2.73306 -0.959309 -0.920356 -0.469909 -1.12879
194 2 -0.122395 -1.13712 -1.18451 0.529433 0.416155 0.589979
340 2 -0.309195 -0.686201 -2.92966 -1.11439 1.30632 0.223854
226 2 -2.13532 -0.255354 -0.101237 1.20371 -0.564174 -0.698786
169 2 -1.47181 -2.00727 -1.33932 -0.101409 0.00575489 -0.909986
4 1 -0.997026 -2.18041 -0.944797 -0.307063 -0.258352 -0.840508
142 1 -2.30625 -3.2375 -1.28573 0.398608 -1.25498 -0.437176
200 2 -2.77761 -2.21626 -1.45811 -0.91548 0.474638 0.368268
97 1 -2.44332 -2.02103 -1.04575 -0.713336 0.516751 0.831736
238 2 -1.23805 -2.10097 -0.399871 2.60989 -0.303837 -0.373173
20 1 -2.1848 -0.867565 -1.13866 -0.322376 -1.67253 -0.0837962
199 2 -1.62265 -2.034 -2.26736 -0.353262 -1.3184 2.09635
478 2 -2.37912 -0.565552 -1.59288 -0.0581513 -0.0662558 -0.56694
256 2 -3.27307 -1.55815 -2.37629 0.705637 0.847485 0.304844
171 2 -2.7703 -2.07634 -0.535539 -0.0161477 0.780455 1.43883
322 2 -1.65723 -0.873982 -0.915361 0.145141 -0.517923 0.0294268
6 1 -1.26232 -3.24769 -1.0927 -0.738519 -0.418844 0.389354
155 1 -2.84043 -1.38647 -1.99893 0.0239151 0.034127 -1.55628
17 1 -2.64526 -0.583508 -0.176067 -0.671576 -1.07873 -0.705237
460 2 -1.92369 -0.0635548 -3.03155 0.279652 -0.378768 0.375166
439 2 -2.48918 -3.03005 -1.77416 -0.279703 -1.09522 -0.494227
327 2 -3.12119 -0.249114 -0.06011 -0.564502 0.887313 0.231387
178 2 -0.559201 -0.304933 0.307776 -0.35891 -0.261797 0.307275
54 1 -0.380506 -2.93016 1.8356 -0.272674 0.751821 -2.10609
158 1 -0.76373 -1.36924 0.223965 -0.00159836 0.617435 0.542988
437 2 -3.19233 -1.52184 3.32174 -0.348935 -0.00495107 -0.718252
482 2 -1.40602 -0.0385362 0.390593 1.96402 1.42288 0.376363
333 2 -2.3923 -2.66832 1.12938 0.919564 -0.27853 -0.127138
480 2 -2.93921 -1.68873 1.47866 -0.598169 -1.09159 -1.73806
324 2 -2.31116 -0.393092 1.51325 1.43298 0.328857 -0.367544
346 2 -2.4015 -3.22534 1.85 1.26746 -1.26334 -1.12002
14 1 -2.13795 -2.30768 0.739844 0.476474 -0.583993 0.606869
384 2 -1.84509 -1.14276 0.744724 -0.986664 -0.5146 -1.00917
44 1 -2.52668 -1.65945 1.8776 0.983966 0.168088 1.72127
284 2 -1.7534 -2.32836 0.328912 -0.208798 0.340007 -0.00900073
408 2 -1.13379 -0.772742 2.08936 1.20714 -0.590047 -0.433042
260 2 -0.65385 -2.47654 2.06787 0.798702 0.0110353 -0.410372
182 2 -2.6642 -0.686464 2.20017 0.918231 -1.44558 -0.245859
36 1 -2.79682 -3.05898 2.84176 0.410603 0.235581 0.227305
76 1 -2.79806 -0.959321 2.71565 -0.874601 0.139564 0.581978
85 1 -2.54663 -2.76442 1.66353 -0.452481 -0.807543 -0.256907
294 2 -1.04637 -1.84659 0.448945 -0.365645 -1.08777 -1.10712
209 2 -2.53925 -2.69892 3.20472 -1.22442 -1.12748 -1.28069
120 1 -2.0459 -2.28779 3.11007 -0.394359 -0.609969 -0.36909
172 2 -0.260096 -2.86548 3.12303 1.08402 -0.890354 2.23249
