ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
501
ITEM: BOX BOUNDS pp pp pp
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
ITEM: ATOMS id f_aveg_velocity_dist[1] f_aveg_velocity_dist[2] f_aveg_velocity_dist[3]
123 0.631742 -0.518743 -0.112093
291 -0.38245 0.347317 0.704878
271 0.657143 -0.674235 0.550063
450 0.185418 -1.56998 -0.876507
63 -0.44316 -0.558139 0.236666
267 0.961612 -0.335694 -0.0631136
464 -1.27237 0.402447 -0.349241
390 -0.428225 0.0725585 -0.573745
208 0.28561 -0.0871328 -0.00482024
447 0.403938 -0.603616 -1.63704
77 -0.751668 -1.12042 0.360797
336 -1.22379 0.461371 0.363992
489 -0.0673792 -0.407281 -1.22056
145 0.291001 -0.577153 -0.478136
313 -0.27464 -0.0434863 0.581289
337 0.603942 0.781879 -0.117251
345 -0.0229343 -0.539732 0.763767
281 0.071598 0.884573 0.0813318
303 1.11553 0.877804 0.604601
298 -0.229914 -0.876006 -1.46848
138 -0.57675 0.217627 0.118995
146 0.0675913 0.418184 0.043336
62 -0.496737 0.175407 0.546322
330 0.548449 1.02238 -0.185796
346 -0.201953 -0.974052 0.491532
26 -0.556999 0.629964 -0.925831
282 -0.813661 1.00373 0.315242
74 0.283113 -0.591387 0.0105
156 0.427271 -0.601402 0.279871
436 -1.51003 -0.373367 -0.0396429
84 0.1446 -0.582394 -1.26263
302 -1.62881 -0.231414 0.688601
60 -0.0222994 -0.208196 0.0136474
137 -0.809095 -0.0768994 0.00863014
268 0.482764 0.00154126 -0.671102
488 0.397682 -0.26932 0.353174
501 0.555466 -0.958993 -0.540677
453 -0.480787 -0.600539 1.42224
125 -0.691837 0.451873 -0.294705
317 0.535442 -0.851627 1.37069
341 1.53475 -0.0286085 0.256519
395 0.598142 1.32935 0.16062
59 -0.60984 -1.46989 -0.162209
5 0.618368 0.348689 -0.671416
462 -0.463539 0.158185 -0.913823
494 0.178019 -0.030686 0.133859
430 0.334958 1.40083 -0.167202
94 -0.977608 -0.476728 -0.753426
342 0.677599 -0.139321 -1.17915
91 0.0551029 0.133063 -0.395125
305 0.662814 0.583308 -0.112919
237 -0.220782 0.738847 -0.518823
288 -0.111818 -0.747715 0.190056
12 -0.323376 0.296931 -0.448697
328 0.346339 -0.777025 -0.3708
52 0.633805 0.223555 0.980775
21 -0.498228 -0.968874 -0.45954
396 0.13411 -0.384701 -0.406738
367 -1.08368 0.352007 0.104719
38 -0.0328503 -0.0533511 0.0139504
212 2.29875 -0.235458 0.902788
100 0.579351 0.698112 0.00959059
108 0.730832 -1.17982 -0.841631
472 0.441457 0.650298 -0.229969
30 0.248909 0.625957 0.112658
128 -0.514463 -0.707124 -0.747012
416 0.53478 1.39432 -1.07197
368 -0.25731 0.215833 0.0669837
96 0.899046 -0.00138306 -0.14585
168 -0.211483 -0.65241 -0.418866
16 0.114118 -0.219112 -0.175066
256 0.195981 -0.119081 0.6212
205 -1.73841 0.557768 0.826001
457 -0.700921 0.337853 -1.02667
353 -0.366288 -0.2538 -0.198276
377 0.145318 -0.827635 0.361581
217 -0.705433 1.72656 0.501943
456 0.169032 0.274756 -0.708666
206 -0.188039 -0.347756 -0.813178
355 -0.486185 -0.504485 -0.690779
114 0.383051 -0.344401 0.880164
354 -0.335107 -0.161445 0.497598
362 0.572714 -0.665691 -0.458529
378 0.222573 -0.883071 -0.463386
365 -0.0308706 0.441936 -0.082694
170 1.03518 -0.175112 -0.54466
127 -0.604122 -0.343443 -0.067604
124 0.48359 -0.148013 0.322938
371 -0.715539 0.117236 0.271579
379 0.1012 0.807394 0.804981
211 1.55183 0.345193 -0.0323939
243 1.03411 -0.571845 -0.0668479
35 -0.161313 0.919341 0.276999
11 -0.39677 -0.0727368 0.478771
374 0.0978276 1.066 0.25849
203 0.245837 -0.559774 -1.15828
101 -0.0658578 -0.429784 -0.488841
349 -0.465555 -0.159836 -2.07224
358 1.10892 -0.179545 -1.11466
373 -0.757412 0.221435 0.49377
111 -0.0521054 0.682102 0.190043
236 0.646944 0.59577 -1.38746
181 -0.159541 0.151452 -0.549982
189 0.143634 -0.220449 -1.00807
197 -1.4703 0.0595341 0.753855
402 0.619098 -1.13132 -0.317926
398 -0.351786 -0.629558 -0.330306
406 -0.109022 0.74189 1.55716
110 -0.339 -0.153563 -0.324873
27 0.098679 0.828709 0.244632
359 0.289271 0.0744502 -0.0721051
361 0.301053 -0.136772 0.225307
180 0.17554 -0.102568 -0.221073
497 -0.743387 -0.375142 1.69778
107 -0.0842569 -0.0325747 0.915687
241 -0.776156 -0.969831 1.30184
22 0.161295 -0.710353 0.233478
421 0.349261 1.68747 0.615683
157 -0.431866 -0.355193 -0.345451
405 0.0684291 -1.11465 -0.844007
357 -0.609392 0.454984 0.417447
117 -0.106807 -0.198398 0.106109
33 1.005 -0.499545 0.331114
309 0.635414 -0.398367 0.157477
496 0.240938 -0.419226 -0.282004
104 -0.119031 -0.31067 0.334872
88 -0.657297 -0.442572 -1.38548
32 0.422425 1.1556 -0.147096
48 -0.730306 0.429372 -0.427678
248 0.255029 0.70803 -0.115487
51 0.21805 -0.168726 0.104848
433 -0.565512 0.548354 -2.16253
260 0.901837 0.113256 0.458887
121 1.07929 -0.346558 -0.531568
393 -0.128617 0.291542 0.526201
409 1.44086 0.4627 -1.35987
417 -0.760712 -0.0368726 -0.0913391
369 0.828694 0.629046 -0.0287499
65 -0.399673 0.284204 0.483032
9 0.797265 -0.539472 0.423005
257 0.77996 0.394243 1.74619
481 0.490464 -0.556176 -0.338485
490 0.343949 -0.265482 0.29045
498 0.292579 1.00618 0.561195
386 -0.325397 0.463577 0.30054
486 0.665976 -0.150666 -0.657234
50 0.593857 0.410958 0.661142
58 -0.861677 0.0201368 0.533542
218 0.745451 -0.0226847 0.503231
467 -0.203828 -0.140145 0.276569
411 -0.0578634 0.402676 0.721941
47 0.530111 -0.0815797 -1.42916
219 0.656528 0.0717825 -0.299905
295 -0.920072 -1.36932 -0.410724
195 0.46238 -0.501231 -0.369604
484 -0.49475 -0.91584 0.833249
148 -0.0748573 0.0145036 0.916792
444 0.682277 0.264709 -0.433679
372 -0.839177 0.48896 -0.05721
116 0.425857 -0.706098 0.218092
420 0.15813 -0.498126 0.720008
253 -0.266126 1.37499 1.00793
223 -0.715401 -0.586377 -0.179653
188 -0.147303 -1.02027 -1.48042
263 0.687212 0.690859 -0.509195
389 0.175758 -0.568439 1.00365
54 1.1758 0.52396 0.357007
487 -0.488563 -0.608492 0.0135048
479 -0.0215778 0.149106 -0.205883
119 0.158208 0.295099 0.276652
31 -0.428731 0.333074 -0.401125
407 -0.104927 -0.00978549 -0.272454
423 -0.546703 0.0980315 0.790393
95 0.240672 -0.752184 0.559335
463 1.27241 -0.132615 -0.421324
418 1.46845 0.258114 -0.556735
171 -0.347155 0.862667 -0.485243
414 -0.535879 -0.736527 -0.695216
366 0.76436 -1.13966 0.957744
455 0.326795 -0.160764 -0.562282
318 -0.117764 1.00074 -0.241796
334 0.391502 0.587565 1.51155
166 -0.855242 0.231943 -1.10008
2 0.899925 -0.451509 0.409547
190 -1.01621 0.336476 -0.113007
144 0.212718 -0.0967593 0.397698
432 1.37096 -0.56629 -1.13262
440 -0.812755 1.42106 0.260963
352 0.869017 1.20407 -1.16937
7 -1.43859 -0.642463 0.0435108
500 1.45079 0.346433 -0.887914
449 -0.0460239 -1.4847 -0.03896
113 -0.214636 -0.177292 0.443634
214 0.0798912 0.498554 1.54728
73 0.132274 -0.578243 -0.092386
193 1.03278 0.945968 -0.704185
201 -0.0047823 -0.0428443 1.06354
249 -0.471917 0.333497 -0.918736
41 0.0888832 0.627057 -0.0198357
394 1.18744 -0.515218 -1.62307
474 -0.530732 0.920175 -0.587539
434 -0.543946 -0.0408309 0.332705
458 0.0851589 -0.253949 0.191202
130 -0.737543 -0.383622 -0.453707
29 -0.552487 -0.154573 -0.539299
410 0.0128809 0.479905 -0.0851159
106 1.00145 0.0103605 -0.90593
98 0.171446 0.392854 0.216664
90 -0.546891 -0.211012 1.07344
425 0.856604 -1.34808 0.18695
139 -0.526996 -0.137049 0.223811
147 0.301758 -0.683841 -0.225329
435 -0.113522 -0.989668 0.577878
67 0.0359614 0.55938 -0.961762
227 -0.986089 0.012916 0.141679
380 -1.06135 1.6338 -0.398542
133 -1.10907 0.596582 -0.937136
140 0.176702 -0.449486 0.394047
132 -0.743926 0.346224 0.239617
452 0.114511 0.924053 -0.094574
122 0.759427 -0.340445 0.0369556
397 -0.691968 -0.270101 -0.861793
485 -0.112265 -0.125423 -0.41152
492 0.762387 -0.0014778 0.759303
429 -1.09621 -0.205417 -0.368422
175 -0.849968 0.486305 0.765584
285 -1.72215 1.18571 0.426216
61 0.390308 1.04006 -0.245046
301 0.969633 -0.430198 0.215813
135 -0.169949 -0.0897892 -1.04321
495 0.653349 0.542728 -0.307534
231 0.698821 -0.657884 -0.198304
438 0.379362 -0.247642 0.776242
415 0.0209691 -0.989977 -1.79525
159 -0.33875 -0.198771 0.136444
287 -0.1713 0.352263 -0.903264
347 0.314989 -0.433741 0.341977
413 -0.103069 -0.539964 0.488925
141 0.363825 -0.214125 -0.096695
68 0.211334 -0.709122 -0.240863
143 0.824589 0.730553 0.385527
323 1.2784 0.438375 0.657484
87 -0.599094 -0.747209 -0.0737892
151 -0.0872122 0.107089 -0.382272
471 0.465564 0.201948 -0.0548161
311 0.0392355 0.92919 0.660552
55 0.0162907 1.64879 -0.296579
207 0.546941 -0.386343 -0.62398
476 -1.17008 -0.15887 0.644627
448 -0.79212 -0.566731 1.68813
461 -0.994728 -1.05703 -0.0189438
270 0.481543 -0.226483 -1.09799
360 -0.505155 -0.262996 -0.651134
312 0.0162059 -0.268238 0.12791
320 -0.0250832 -0.479524 0.694474
344 0.589046 -0.241212 0.0786524
154 0.538143 -0.212269 1.05392
161 0.249898 0.303568 -0.571529
473 -0.370912 -0.0527004 -0.186662
289 0.260668 0.446504 -0.0449171
129 0.766259 1.0587 -0.911106
385 0.391512 -0.890053 -0.496131
105 -0.840599 -0.131626 -0.948998
89 -0.11699 -0.861935 -0.182785
321 -0.151716 -0.364835 -0.870619
329 -0.55958 -0.118572 0.200481
239 0.078524 -0.0200602 0.885282
162 0.147361 0.268326 -0.138386
370 -1.49677 1.08476 0.310069
82 -1.20045 -0.226028 0.239513
338 0.268034 -1.12124 0.559278
290 -1.17787 0.672253 0.604929
172 -0.895889 0.171586 0.557333
75 -0.307022 0.147321 0.504929
163 -0.0911362 0.997444 0.629949
475 0.260603 0.391692 0.702594
491 -0.270733 -0.402869 0.151202
392 0.133975 -1.22235 0.732854
179 0.487895 -0.596683 0.291338
403 0.240316 0.154348 0.154812
363 -0.0626132 -0.587273 -0.348372
299 -0.465501 0.576515 -1.91642
391 0.464189 -0.0970145 0.433715
400 0.107221 -1.28684 -0.153419
431 -1.18807 0.434622 -0.464143
160 -0.450853 0.935098 0.0775636
292 -0.06079 -0.965007 0.893403
278 -0.274606 0.108965 0.786504
348 0.720806 1.32224 -0.407009
204 -0.154661 0.061687 0.613517
165 -0.265321 -0.302228 0.336826
477 0.00174416 0.0987542 0.357761
149 -0.0624259 0.360205 0.215471
381 2.02381 0.714211 -0.0761553
69 -0.101944 -0.773308 -0.212189
470 -0.197806 -0.325738 -0.0519257
134 -0.111832 -0.349093 0.771913
441 0.0999504 -0.537578 1.14942
388 0.27889 0.857895 1.00557
ITEM: TIMESTEP
20000
ITEM: NUMBER OF ATOMS
501
ITEM: BOX BOUNDS pp pp pp
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
ITEM: ATOMS id f_aveg_velocity_dist[1] f_aveg_velocity_dist[2] f_aveg_velocity_dist[3]
136 0.0105503 0.00689134 0.306757
120 1.31308 0.319472 0.284993
200 0.00519488 -0.407994 -0.254907
199 1.0036 0.5535 -0.148962
418 -0.0423521 -0.695254 0.1745
275 -0.581299 -0.782174 -0.745798
296 -0.516772 0.478025 -0.0643788
109 -0.0577208 1.12299 -0.356687
304 -0.644964 -0.341888 -0.904796
24 -0.49935 0.576479 0.225691
401 -0.160367 -0.196571 1.07138
97 0.547269 0.185222 0.500328
265 -0.481023 -0.922517 -0.547999
25 -0.573663 -0.119347 1.30905
169 0.774578 -0.472099 1.348
286 0.223667 -0.483973 1.63187
225 0.605365 -0.0854886 1.28066
103 0.648242 0.398091 0.234014
442 0.933065 1.23529 0.640209
314 -0.276457 0.640632 0.172738
322 0.666549 0.145769 0.235372
234 -0.469286 -0.444649 0.417443
242 0.360466 -0.446249 -1.72628
173 -1.68967 0.309387 -1.29464
18 1.07209 -0.0686398 1.1313
186 -0.211301 0.14099 0.784323
194 -0.359266 0.736352 -0.478499
66 0.325628 1.11271 0.583914
210 -1.01354 -0.633444 -1.18279
142 -0.976258 0.215203 0.461978
451 -0.177623 -0.193136 0.611459
115 0.606101 -0.589905 0.0117354
419 0.300978 -0.0469491 -0.88789
99 -0.782615 -0.281424 0.430758
39 0.656213 0.73556 0.393004
3 -0.883235 0.75467 -0.0683259
428 0.150399 -1.56581 -0.78763
332 -0.662868 -0.370405 0.32001
340 0.128356 0.745066 -0.139628
220 0.599648 -0.352686 1.62406
272 -0.181919 0.241562 0.0474857
20 -1.68884 -0.177458 0.111564
4 0.219342 -0.222983 -0.960005
6 0.657952 -0.304674 0.203874
37 -1.22747 0.223885 -0.748715
13 0.727733 0.636693 -0.214898
399 1.53326 -0.338407 0.456871
454 -1.08532 -0.414245 -0.205274
478 0.613191 -1.10028 -0.856559
351 -1.17265 -0.0765633 0.782923
215 -0.336125 0.191519 0.059389
350 0.110094 0.622882 0.020286
155 0.476767 0.898913 -0.250141
167 0.233953 -1.25152 -0.766904
238 -0.390682 -1.4189 0.247177
174 -1.0078 -0.0228634 0.152809
280 0.729017 -0.324479 0.522462
439 0.0820847 -0.0775973 0.280654
184 0.554239 1.08611 0.730392
102 0.0411677 1.60994 -0.210747
343 0.463243 0.397369 0.600232
255 -0.198517 0.285662 -0.942933
127 0.491389 0.402445 0.234745
426 0.0286362 0.681135 0.198319
412 0.345784 1.026 -0.531567
460 0.355631 0.594511 -0.59533
236 -0.601745 0.485254 0.648299
266 -0.051369 -1.18865 0.225167
273 -0.358906 -0.385302 0.207482
177 0.341754 0.389288 0.561654
232 0.090619 -0.0860674 -1.6227
49 0.720994 -0.391957 -0.0957853
233 -0.236483 -0.0132751 -0.703587
216 -0.0152278 -0.158389 -0.40986
152 -0.294566 -1.51615 0.444237
480 -0.358029 -0.501193 0.514715
384 -0.598679 -0.87541 -0.719261
408 0.803038 -0.178073 -0.362424
376 -0.442661 -0.167755 0.928112
40 -0.391421 0.796618 0.708709
158 -0.177541 -0.580746 -0.266978
240 0.800571 1.24276 0.814736
264 0.489782 0.594365 -0.380187
306 -0.58577 1.45537 0.581344
482 -1.76854 -0.365946 -0.13762
42 -0.228543 -0.0381512 0.0121451
226 -0.528666 0.265014 -1.37529
258 1.11958 -0.190141 -0.29409
45 0.314044 -0.439509 0.0160371
499 -0.0556734 0.171053 -0.0430186
331 -0.167431 0.215991 -0.168707
79 0.174481 -0.457135 0.501804
76 0.322457 1.01353 0.290932
43 0.546203 -0.486652 0.432183
251 0.515245 -1.11811 -0.223722
164 -1.21256 -0.738728 0.352502
14 0.0486548 0.963568 -1.11883
335 -0.489083 -0.114533 0.0455202
316 -0.473687 -0.0221217 0.812444
324 0.704344 0.0271102 -0.401508
294 -0.195082 -0.65712 -0.46601
284 0.103189 0.0898381 0.1362
44 -0.206915 0.242896 0.255287
422 0.115869 0.160215 0.21812
36 -0.802836 0.741555 -0.502107
196 0.839089 -0.305904 0.934386
493 -1.23388 -0.281841 -1.21558
182 1.71356 0.854703 0.151409
445 -0.159522 -0.143624 0.401344
85 0.119175 0.0794114 -0.38995
93 0.0600485 -0.442824 -0.497415
325 0.142644 -0.300029 -0.187229
333 -0.149787 -0.289046 0.850427
34 -0.00222581 0.540315 -0.154124
1 0.447234 0.760758 -0.87737
221 -0.513303 -0.0884753 -0.547043
229 1.44499 0.179134 -0.00199727
245 -1.37661 -0.265826 0.477379
315 -0.142283 0.390022 -0.925254
15 0.374737 0.247461 -0.448903
23 -0.0631513 0.410988 -0.0802244
86 -0.340785 0.203232 1.09978
326 0.583432 0.732412 0.502164
283 0.268665 0.306236 -0.625914
46 -0.041381 0.306962 0.854078
481 -0.314312 -0.410354 -0.0960911
319 -1.19334 -0.211019 -0.842959
191 0.146071 0.437642 -0.164411
252 0.125294 -0.0689615 0.89703
466 0.630277 -0.316029 0.309439
250 1.01938 -0.704065 -0.340879
261 0.257342 -0.473733 -1.14977
202 0.775316 0.00394198 -0.294586
274 0.136693 0.208705 -0.810806
228 -0.441342 0.0476902 -0.372118
183 0.300597 -0.609246 -1.57273
112 0.380144 -0.711437 -0.623597
308 2.08673 -0.0309 0.0287128
72 -0.359503 0.212481 -0.451492
176 -0.539698 -1.00129 0.0421607
262 -0.285963 0.238866 0.720638
56 0.511058 -0.650628 -0.408712
224 0.138793 0.062928 0.853075
465 0.471008 0.388847 -0.724246
153 0.329907 -0.158572 0.202053
81 -0.295928 0.0372797 -0.158326
213 0.441592 -1.10128 -0.397018
17 0.829975 0.109687 0.139721
80 -1.27572 -0.0776033 0.0315105
443 0.353445 0.267526 0.453451
131 0.404521 0.106978 0.730482
387 0.81097 -0.494988 -0.0839622
297 0.390063 0.149635 0.55939
235 -0.43379 -0.484394 -0.127987
259 -0.272695 0.948744 0.18504
19 0.0331833 0.705221 0.338403
187 0.784307 -0.944815 0.270137
247 0.437586 0.494166 0.334271
364 -0.0898031 0.502877 -0.213011
404 0.673651 0.202159 -0.133382
92 0.498516 0.109105 -0.350877
71 0.313176 0.634132 -1.11594
276 1.06031 0.351453 0.447257
300 -0.577085 -0.568993 -0.699274
356 -1.05487 -1.96295 0.264841
244 -1.10182 -0.199851 -0.27951
327 -1.58477 0.0253724 0.122776
28 -0.634148 -0.13623 -0.00179232
469 0.339014 0.0559785 -0.475179
269 0.317514 0.930057 0.362109
277 0.192096 -0.252257 -1.03717
293 0.146675 -0.210032 0.657086
307 0.908294 -0.126874 -0.625755
424 1.40718 0.490354 -0.408652
468 -0.165208 0.338709 -0.396021
279 -0.22014 -0.911557 -0.72638
446 -0.107117 0.677986 -1.32327
310 -0.958309 0.0307368 -0.289011
78 0.0820448 0.726377 0.219883
70 0.210144 -0.980656 -1.16619
230 1.81018 0.201827 -0.818568
198 -0.896519 0.0961308 0.384206
375 -0.507274 0.20388 1.35174
413 -0.506425 -0.914366 0.644085
8 -0.825744 0.0167823 -0.124354
150 0.104839 -0.297487 -0.0678986
382 -0.101701 0.374556 0.734842
459 -0.25177 1.31233 -0.0911363
427 -0.0437483 0.218491 -0.459777
339 0.258383 0.0420526 -0.00195555
123 0.376167 0.736381 0.68366
246 0.399574 0.834706 1.64021
271 0.371905 0.407147 0.433183
450 0.2631 -0.338873 0.854958
63 -0.0455271 0.0294026 -0.157224
267 -0.217267 -0.126772 -0.29503
464 0.0866651 -0.450682 0.421749
390 -0.391621 0.240848 -0.771268
208 -0.895899 0.370183 -0.267736
447 0.154579 -0.1906 0.0685553
488 0.146372 -0.230828 -0.468926
336 -0.352463 -0.681429 -0.92373
489 0.469348 -0.561381 0.109671
145 -0.73513 1.17434 0.770048
313 0.493198 -0.114989 -0.0353531
337 0.8354 0.245207 0.135688
345 0.702224 0.536312 -1.25674
281 -1.21035 0.501822 -0.0707034
303 -0.0566398 0.794502 0.79432
298 -0.367786 0.221157 0.511276
138 -0.411441 -0.215928 -0.235694
146 -0.135607 -0.135492 -0.851541
62 -0.0147759 -0.324472 0.205553
330 -0.885347 0.483575 0.345362
346 0.411346 1.59336 -0.152977
26 0.080389 0.116117 0.734615
282 0.476376 -0.89669 -0.208629
74 0.257248 0.227595 -0.179754
156 0.348915 -0.228033 0.0187051
436 1.05597 -0.178058 -0.0517713
84 -0.629969 -0.236422 -0.255864
302 -0.19176 0.408026 -0.453671
60 0.425675 0.194898 -0.670482
239 1.33306 -0.677002 -0.0688464
268 -0.50594 0.348752 -0.418471
237 -0.763267 0.217107 0.742795
501 0.0154645 0.950344 -0.000815723
453 0.219893 0.0166461 -0.831563
125 0.592827 -0.487573 0.0522989
317 0.541854 0.642709 -0.742263
341 1.01191 0.419548 0.562906
137 0.0249129 -0.559965 0.974681
254 0.273424 -0.261097 -0.448927
5 0.251741 -0.168557 0.391383
462 -0.51667 -1.23164 -0.987615
494 0.532229 -0.296784 0.229006
430 -0.149958 0.339959 -0.561831
461 -0.466432 -0.362239 0.802465
395 1.31357 -1.08791 0.460043
178 -0.306165 -0.697573 0.762502
83 0.395727 0.752863 0.503163
185 -0.266772 -0.343787 0.938773
52 0.167241 -0.107276 0.32664
91 0.116246 1.13115 -0.443279
53 -0.0356129 -0.317576 0.729364
94 0.128168 0.61624 0.134978
291 0.380547 -0.354319 -0.374824
77 -0.735547 0.365106 0.151309
75 -0.0387806 -0.331695 -0.202789
328 0.140941 1.10714 -1.43221
12 -1.24539 -0.302815 -0.605927
342 -0.20771 -0.534091 0.868438
64 -0.706725 -1.21704 -0.738649
192 -0.0310936 0.00491865 0.482233
209 0.287237 -0.349643 -0.839103
21 -0.759841 0.662681 -0.448664
396 0.422243 -0.754832 0.684867
367 1.22915 1.31936 1.18769
38 -0.394333 -0.489881 0.131685
241 -0.89715 -0.265661 -0.451422
100 0.130853 -0.679392 0.303456
108 0.764189 -0.0697833 0.697141
472 0.323076 -0.0483941 0.0749745
30 0.866455 0.00829037 0.716957
128 -0.0195316 0.0906128 0.262911
416 0.757849 -0.534641 0.189085
391 -0.0108088 1.28704 -0.377993
96 -0.250223 -0.0978455 0.545925
168 -0.744281 -0.7187 -1.2235
16 -0.23395 0.382327 -1.26762
256 0.984009 -1.47951 0.546638
425 1.06933 1.01762 -0.0649812
457 -0.137884 -0.0829413 -1.69113
353 -1.18524 -0.358038 0.640069
377 0.231325 0.0442192 -0.835593
217 -0.476447 -0.173223 1.57132
383 -0.37585 -0.57954 0.0983963
206 -0.674153 -2.59282 0.354172
27 -0.112957 -0.572208 0.945161
114 -0.0869034 0.317299 0.456144
354 -0.504372 -0.68114 -0.311709
362 1.16031 -0.656956 0.375234
378 -1.07528 0.850832 -0.0929117
365 -0.698582 0.0358051 0.0503469
170 -0.565967 -0.0757862 0.11995
355 0.875363 -0.071797 -0.558771
124 -0.132853 0.955731 -0.848475
371 0.0877757 0.0701289 -0.501951
379 -1.92707 -1.41885 -0.117819
253 -0.295327 0.366325 1.2657
243 -0.133783 0.416128 -0.383668
35 0.361065 0.103678 0.533641
11 0.652014 0.366773 0.472616
212 -0.463393 0.87559 -1.62167
203 0.635499 0.740628 0.592473
101 -0.819506 0.164615 0.34633
349 -0.0549895 0.927856 -0.861311
358 0.617748 -0.604046 -0.93653
373 -0.170849 0.561932 -1.0403
111 0.603581 -0.131322 0.351714
497 -0.257094 -0.0643409 -0.883669
181 -0.376269 0.0951408 0.189412
189 -0.0793694 -0.864941 -0.558797
197 0.577934 0.0382419 -0.864788
402 -0.334863 0.282152 0.0258065
398 -0.0696145 -0.418842 -0.307149
406 -0.874806 -0.439388 1.22982
110 -0.443183 0.0729311 -0.537412
456 0.655806 -0.718934 0.545672
10 -0.604149 0.34478 0.77437
122 0.486576 -0.248575 -0.0311524
211 0.572097 -1.07588 -0.502261
22 0.571685 0.591437 -0.0649256
483 0.0109062 -0.71249 0.396823
394 -1.04844 0.177492 -0.442951
421 1.18259 0.268439 -0.256167
157 0.567705 -0.209753 -0.629775
405 -0.0805066 -0.68268 -1.41946
357 -0.33087 -0.397365 1.19777
117 -0.973346 -0.0644908 0.096095
369 -0.830962 -1.34771 0.675154
309 -0.71168 0.482471 0.583945
496 -0.0860326 -0.510353 -0.852335
104 0.25972 0.425635 0.166797
88 -1.36518 0.650074 -0.262102
32 0.797468 0.463357 1.10377
48 -0.0147993 -0.108817 0.640433
248 -2.46615 -1.78456 0.381374
388 0.707404 0.334115 0.116181
107 -0.104427 0.296142 0.616779
260 -0.883248 0.156629 -0.538908
121 0.116594 0.405028 -0.6816
393 -0.621694 -0.254933 -1.11084
409 0.513096 0.599287 -0.745924
417 -0.0994949 -0.401726 0.133194
222 0.731974 -0.990662 0.106032
65 0.0314818 0.048002 -0.575783
9 -0.329429 -0.972865 0.176256
257 -0.792708 0.426273 0.816479
118 -0.144519 -0.0782705 0.0626706
490 -0.0549916 -0.240872 0.180201
498 -0.717816 0.00340584 0.997191
386 0.567981 -0.22324 0.682213
486 0.916149 1.07348 -0.478904
50 -0.226284 -0.216326 -0.502572
58 -0.131785 -0.557808 0.379811
218 -1.28028 -0.596646 1.00658
467 -1.80677 0.583004 -0.680052
411 -0.813768 -0.0896024 -0.297316
188 0.382494 0.460157 0.561096
219 0.184865 0.448055 -0.936515
295 0.288938 -0.290301 -0.0235004
195 -0.360435 0.0411171 -0.0238655
484 -0.361069 -0.723929 0.751874
148 0.0946281 0.459524 -0.39409
444 0.194232 -0.0166672 1.09329
372 0.56843 -0.201365 -0.528477
116 -1.02041 -0.294583 0.254341
420 0.290958 -0.663526 0.0461027
223 0.492561 -0.067961 0.562972
463 1.14486 0.696969 0.463607
51 0.492805 -0.177227 -0.395662
263 0.101176 0.6932 -0.276177
47 -0.558509 0.169028 0.108879
54 0.392432 -0.734012 0.716726
487 0.485571 0.902221 1.79187
479 0.935371 -0.637823 0.638293
119 -1.00356 1.08099 1.14435
33 0.338578 -0.0225318 -0.33133
407 -0.291429 -1.45646 0.464483
423 -0.17242 1.00655 0.0870303
95 0.89642 -0.232556 -0.797752
437 -0.23966 -0.435479 0.0117058
57 -0.475501 0.176369 -0.431004
31 0.158723 -0.273624 0.638205
359 -0.774382 -0.214839 0.23248
374 0.253311 0.958425 0.293372
205 -0.313083 -0.188275 -1.59827
160 0.342403 -0.173634 0.259497
500 0.323584 -0.113464 -0.248769
171 0.30731 -0.559811 0.471677
414 0.0551062 -0.197692 0.0897017
366 -0.221262 -0.468568 1.2131
347 -0.137774 -0.206412 0.110563
318 0.727209 0.0266758 -0.370088
334 -0.193998 -0.654973 -1.37909
166 0.561197 -1.0281 -0.0376368
452 -0.373535 0.577552 -0.259852
190 0.271193 -0.136687 -0.687173
144 0.510754 0.422213 0.107256
432 0.871639 0.685138 -0.778521
440 -0.554282 0.186984 -0.000565392
352 0.701075 1.38595 -0.648511
7 0.446127 -0.279483 -0.189428
441 0.379693 -0.160945 -0.0503448
449 0.612319 -0.66488 -0.247491
113 0.0821274 -0.450135 -0.77591
141 0.409346 -0.459835 0.399971
2 0.609806 0.15785 1.14431
193 -0.38141 0.890988 0.287523
201 -0.376982 -0.702939 0.100933
249 0.241163 -0.530383 0.0427706
41 -0.0140999 -0.109757 0.0488615
29 0.175417 -0.486175 -0.59674
492 -0.126645 -0.763114 0.195194
434 0.545608 -0.210842 -1.34743
458 -0.294931 1.25504 0.754108
130 -0.220366 0.142006 0.784905
135 0.447339 -0.529759 -0.539925
410 -0.632785 0.223147 0.0120198
106 0.541932 -0.319366 -0.846914
98 0.760452 -0.326305 0.624958
90 0.176665 -0.0773601 -0.559369
126 0.741756 1.09492 -1.72682
139 -0.230797 1.60735 0.286309
147 -0.75083 -0.300094 0.376212
435 0.856533 -0.00361187 0.3218
67 0.262298 -0.461579 -0.37311
227 -0.390204 -0.759235 -0.0463185
380 -0.71618 -0.928018 1.2415
133 0.337232 -1.01363 0.385451
140 -0.0298262 -0.298844 -0.531741
132 0.108623 0.140298 -0.178925
68 0.414871 -0.464976 0.78856
