# Time-averaged data for fix dump_rdf_11
# TimeStep Number-of-rows
# Row c_calc_rdf_11[1] c_calc_rdf_11[2] c_calc_rdf_11[3]
20000 1000
255 1.07535 3.81005 1.48
256 1.07958 3.96473 1.61293
257 1.0838 4.03622 1.74931
258 1.08803 4.11038 1.88928
259 1.09225 4.14974 2.03169
260 1.09648 4.17805 2.17619
261 1.1007 4.16744 2.32143
262 1.10493 4.1247 2.46628
263 1.10915 4.05244 2.60969
264 1.11338 3.90941 2.7491
265 1.11761 3.67775 2.88124
266 1.12183 3.49224 3.00766
267 1.12606 3.22579 3.12532
268 1.13028 2.9441 3.23352
269 1.13451 2.65655 3.33188
270 1.13873 2.37779 3.42057
271 1.14296 2.09302 3.49922
272 1.14718 1.86 3.56964
273 1.15141 1.59521 3.63047
274 1.15563 1.33801 3.68187
275 1.15986 1.14735 3.72627
276 1.16408 0.981861 3.76455
277 1.16831 0.828782 3.79709
278 1.17254 0.727072 3.82584
279 1.17676 0.593372 3.84948
280 1.18099 0.490129 3.86914
281 1.18521 0.422357 3.88621
282 1.18944 0.364291 3.90104
283 1.19366 0.309267 3.91371
284 1.19789 0.280367 3.92528
285 1.20211 0.247344 3.93557
286 1.20634 0.228835 3.94514
287 1.21056 0.208234 3.95392
288 1.21479 0.180333 3.96158
289 1.21901 0.161773 3.96849
290 1.22324 0.145578 3.97476
291 1.22746 0.143654 3.98099
292 1.23169 0.139976 3.98709
293 1.23592 0.134138 3.99299
294 1.24014 0.127198 3.99862
295 1.24437 0.142445 4.00496
296 1.24859 0.140739 4.01127
297 1.25282 0.150195 4.01805
298 1.25704 0.16904 4.02574
299 1.26127 0.175591 4.03377
300 1.26549 0.176604 4.04191
301 1.26972 0.1727 4.04992
302 1.27394 0.183201 4.05847
303 1.27817 0.197854 4.06777
304 1.28239 0.206699 4.07755
305 1.28662 0.207634 4.08743
306 1.29085 0.203862 4.0972
307 1.29507 0.224706 4.10805
308 1.2993 0.238397 4.11962
309 1.30352 0.256607 4.13216
310 1.30775 0.273936 4.14564
311 1.31197 0.277462 4.15938
312 1.3162 0.292004 4.17393
313 1.32042 0.312059 4.18958
314 1.32465 0.339128 4.2067
315 1.32887 0.351674 4.22456
316 1.3331 0.364433 4.24319
317 1.33732 0.387439 4.26313
318 1.34155 0.398558 4.28376
319 1.34577 0.404214 4.30482
320 1.35 0.429305 4.32733
321 1.35423 0.447838 4.35095
322 1.35845 0.455857 4.37515
323 1.36268 0.482773 4.40094
324 1.3669 0.482206 4.42685
325 1.37113 0.500386 4.45391
326 1.37535 0.526075 4.48254
327 1.37958 0.536207 4.5119
328 1.3838 0.552797 4.54235
329 1.38803 0.575278 4.57423
330 1.39225 0.595454 4.60743
331 1.39648 0.611227 4.64172
332 1.4007 0.613408 4.67634
333 1.40493 0.608774 4.7109
334 1.40915 0.616534 4.74612
335 1.41338 0.645106 4.78319
336 1.41761 0.660158 4.82135
337 1.42183 0.663171 4.85992
338 1.42606 0.692368 4.90042
339 1.43028 0.729541 4.94335
340 1.43451 0.757501 4.98819
341 1.43873 0.745679 5.03259
342 1.44296 0.761626 5.07821
343 1.44718 0.781078 5.12527
344 1.45141 0.791449 5.17323
345 1.45563 0.797003 5.22181
346 1.45986 0.813413 5.27167
347 1.46408 0.831479 5.32294
348 1.46831 0.826388 5.37419
349 1.47254 0.849771 5.4272
350 1.47676 0.847601 5.48037
351 1.48099 0.870427 5.53529
352 1.48521 0.880095 5.59113
353 1.48944 0.898633 5.64848
354 1.49366 0.928903 5.70809
355 1.49789 0.928177 5.768
356 1.50211 0.945989 5.8294
357 1.50634 0.96562 5.89242
358 1.51056 0.981241 5.95683
359 1.51479 1.00065 6.02288
360 1.51901 0.982598 6.0881
361 1.52324 0.997821 6.1547
362 1.52746 1.00188 6.22194
363 1.53169 1.02942 6.29141
364 1.53592 1.02529 6.36099
365 1.54014 1.03433 6.43156
366 1.54437 1.02841 6.50212
367 1.54859 1.04452 6.57418
368 1.55282 1.05816 6.64757
369 1.55704 1.06746 6.72202
370 1.56127 1.11731 6.80036
371 1.56549 1.08906 6.87714
372 1.56972 1.09848 6.955
373 1.57394 1.1183 7.03469
374 1.57817 1.12574 7.11534
375 1.58239 1.15918 7.19884
376 1.58662 1.16915 7.2835
377 1.59085 1.16604 7.36839
378 1.59507 1.15913 7.45322
379 1.5993 1.1729 7.53952
380 1.60352 1.18477 7.62715
381 1.60775 1.19238 7.71581
382 1.61197 1.21701 7.80678
383 1.6162 1.22754 7.89901
384 1.62042 1.22833 7.99179
385 1.62465 1.21529 8.08407
386 1.62887 1.22002 8.17718
387 1.6331 1.21543 8.27043
388 1.63732 1.22864 8.36518
389 1.64155 1.23342 8.46078
390 1.64577 1.27613 8.56021
391 1.65 1.26725 8.65946
392 1.65423 1.24981 8.75784
393 1.65845 1.28644 8.85962
394 1.66268 1.30578 8.96346
395 1.6669 1.31303 9.06841
396 1.67113 1.31017 9.17366
397 1.67535 1.31505 9.27984
398 1.67958 1.30847 9.38601
399 1.6838 1.3015 9.49216
400 1.68803 1.30886 9.59944
401 1.69225 1.31679 9.70792
402 1.69648 1.30411 9.81588
403 1.7007 1.29279 9.92345
404 1.70493 1.31111 10.0331
405 1.70915 1.30258 10.1425
406 1.71338 1.30707 10.2529
407 1.71761 1.30922 10.364
408 1.72183 1.30754 10.4755
409 1.72606 1.34233 10.5906
410 1.73028 1.34288 10.7062
411 1.73451 1.32739 10.8211
412 1.73873 1.32721 10.9365
413 1.74296 1.32572 11.0524
414 1.74718 1.33203 11.1693
415 1.75141 1.34047 11.2876
416 1.75563 1.33228 11.4057
417 1.75986 1.32363 11.5237
418 1.76408 1.33178 11.6429
419 1.76831 1.36603 11.7658
420 1.77254 1.34665 11.8875
421 1.77676 1.33874 12.009
422 1.78099 1.33276 12.1306
423 1.78521 1.35837 12.2552
424 1.78944 1.35207 12.3797
425 1.79366 1.37346 12.5068
426 1.79789 1.38089 12.6352
427 1.80211 1.36397 12.7626
428 1.80634 1.37397 12.8916
429 1.81056 1.36242 13.0201
430 1.81479 1.36637 13.1495
431 1.81901 1.35887 13.2789
432 1.82324 1.32914 13.406
433 1.82746 1.34026 13.5347
434 1.83169 1.35508 13.6655
435 1.83592 1.36729 13.7981
436 1.84014 1.37614 13.9321
437 1.84437 1.36385 14.0656
438 1.84859 1.35761 14.199
439 1.85282 1.35548 14.3329
440 1.85704 1.34754 14.4665
441 1.86127 1.31949 14.598
442 1.86549 1.30731 14.7289
443 1.86972 1.30122 14.8598
444 1.87394 1.31716 14.9928
445 1.87817 1.31636 15.1264
446 1.88239 1.29153 15.258
447 1.88662 1.28881 15.39
448 1.89085 1.29319 15.523
449 1.89507 1.28377 15.6556
450 1.8993 1.26701 15.7871
451 1.90352 1.2508 15.9175
452 1.90775 1.26754 16.0502
453 1.91197 1.26513 16.1832
454 1.9162 1.27066 16.3174
455 1.92042 1.26111 16.4512
456 1.92465 1.23057 16.5823
457 1.92887 1.24138 16.7152
458 1.9331 1.22 16.8463
459 1.93732 1.22578 16.9787
460 1.94155 1.21649 17.1106
461 1.94577 1.2056 17.2419
462 1.95 1.20836 17.3741
463 1.95423 1.2044 17.5064
464 1.95845 1.1842 17.637
465 1.96268 1.19129 17.769
466 1.9669 1.15632 17.8977
467 1.97113 1.14415 18.0256
468 1.97535 1.15534 18.1553
469 1.97958 1.12858 18.2825
470 1.9838 1.10296 18.4073
471 1.98803 1.08549 18.5308
472 1.99225 1.08529 18.6547
473 1.99648 1.10825 18.7817
474 2.0007 1.09367 18.9077
475 2.00493 1.08493 19.0331
476 2.00915 1.04533 19.1545
477 2.01338 1.02078 19.2735
478 2.01761 1.0161 19.3925
479 2.02183 0.99263 19.5092
480 2.02606 0.963109 19.623
481 2.03028 0.950568 19.7357
482 2.03451 0.954839 19.8494
483 2.03873 0.941102 19.9619
484 2.04296 0.916966 20.072
485 2.04718 0.885917 20.1788
486 2.05141 0.883153 20.2857
487 2.05563 0.863301 20.3906
488 2.05986 0.857375 20.4953
489 2.06408 0.869228 20.6018
490 2.06831 0.82593 20.7034
491 2.07254 0.831395 20.8062
492 2.07676 0.815617 20.9074
493 2.08099 0.795635 21.0065
494 2.08521 0.783314 21.1044
495 2.08944 0.766786 21.2007
496 2.09366 0.748828 21.2952
497 2.09789 0.723531 21.3868
498 2.10211 0.69874 21.4756
499 2.10634 0.699929 21.5649
500 2.11056 0.693383 21.6538
501 2.11479 0.70097 21.7439
502 2.11901 0.691434 21.8333
503 2.12324 0.697822 21.9237
504 2.12746 0.663543 22.0101
505 2.13169 0.649602 22.095
506 2.13592 0.645631 22.1798
507 2.14014 0.656212 22.2662
508 2.14437 0.650527 22.3523
509 2.14859 0.659339 22.4398
510 2.15282 0.669496 22.5291
511 2.15704 0.650832 22.6162
512 2.16127 0.650162 22.7036
513 2.16549 0.645241 22.7906
514 2.16972 0.649408 22.8785
515 2.17394 0.645161 22.9663
516 2.17817 0.64528 23.0543
517 2.18239 0.644938 23.1427
518 2.18662 0.654835 23.2327
519 2.19085 0.649774 23.3225
520 2.19507 0.653594 23.4131
521 2.1993 0.656647 23.5044
522 2.20352 0.673853 23.5985
523 2.20775 0.665695 23.6919
524 2.21197 0.666113 23.7856
525 2.2162 0.697605 23.8842
526 2.22042 0.690765 23.9822
527 2.22465 0.694324 24.081
528 2.22887 0.687063 24.1792
529 2.2331 0.695594 24.279
530 2.23732 0.712958 24.3816
531 2.24155 0.711874 24.4845
532 2.24577 0.717131 24.5886
533 2.25 0.73199 24.6952
534 2.25423 0.726085 24.8013
535 2.25845 0.752748 24.9117
536 2.26268 0.750178 25.0222
537 2.2669 0.756404 25.134
538 2.27113 0.768436 25.248
539 2.27535 0.78117 25.3644
540 2.27958 0.783876 25.4816
541 2.2838 0.784145 25.5992
542 2.28803 0.790633 25.7183
543 2.29225 0.815408 25.8415
544 2.29648 0.805531 25.9637
545 2.3007 0.807932 26.0867
546 2.30493 0.805778 26.2099
547 2.30915 0.810098 26.3341
548 2.31338 0.823656 26.4609
549 2.31761 0.838209 26.5905
550 2.32183 0.843149 26.7212
551 2.32606 0.854524 26.8542
552 2.33028 0.858404 26.9883
553 2.33451 0.861133 27.1233
554 2.33873 0.873062 27.2607
555 2.34296 0.875823 27.399
556 2.34718 0.88099 27.5386
557 2.35141 0.902942 27.6822
558 2.35563 0.897811 27.8255
559 2.35986 0.900644 27.9698
560 2.36408 0.922772 28.1181
561 2.36831 0.911173 28.2651
562 2.37254 0.936953 28.4169
563 2.37676 0.942889 28.5701
564 2.38099 0.954883 28.7258
565 2.38521 0.957321 28.8825
566 2.38944 0.95885 29.0399
567 2.39366 0.972898 29.2003
568 2.39789 0.972513 29.3611
569 2.40211 0.987815 29.5251
570 2.40634 1.00172 29.692
571 2.41056 0.991782 29.8577
572 2.41479 1.00195 30.0258
573 2.41901 1.01018 30.1958
574 2.42324 1.01521 30.3673
575 2.42746 1.0124 30.5389
576 2.43169 1.01736 30.712
577 2.43592 1.02358 30.8867
578 2.44014 1.02733 31.0627
579 2.44437 1.03053 31.2398
580 2.44859 1.03569 31.4184
581 2.45282 1.05817 31.6015
582 2.45704 1.05959 31.7855
583 2.46127 1.07584 31.973
584 2.46549 1.08304 32.1624
585 2.46972 1.0973 32.3549
586 2.47394 1.09525 32.5478
587 2.47817 1.08978 32.7403
588 2.48239 1.1068 32.9365
589 2.48662 1.09844 33.1318
590 2.49085 1.1127 33.3304
591 2.49507 1.11534 33.5302
592 2.4993 1.11313 33.7302
593 2.50352 1.13589 33.935
594 2.50775 1.14176 34.1415
595 2.51197 1.1362 34.3478
596 2.5162 1.14657 34.5566
597 2.52042 1.1435 34.7655
598 2.52465 1.15015 34.9764
599 2.52887 1.15835 35.1895
600 2.5331 1.15364 35.4024
601 2.53732 1.14651 35.6148
602 2.54155 1.16806 35.8318
603 2.54577 1.16867 36.0497
604 2.55 1.16613 36.2678
605 2.55423 1.16482 36.4864
606 2.55845 1.1649 36.7057
607 2.56268 1.16865 36.9265
608 2.5669 1.17399 37.149
609 2.57113 1.16899 37.3713
610 2.57535 1.15768 37.5922
611 2.57958 1.15817 37.8139
612 2.5838 1.1674 38.0381
613 2.58803 1.18269 38.266
614 2.59225 1.19205 38.4964
615 2.59648 1.17971 38.7252
616 2.6007 1.17387 38.9535
617 2.60493 1.16186 39.1803
618 2.60915 1.17531 39.4105
619 2.61338 1.17991 39.6423
620 2.61761 1.19158 39.8772
621 2.62183 1.17368 40.1092
622 2.62606 1.1572 40.3388
623 2.63028 1.16357 40.5704
624 2.63451 1.15641 40.8013
625 2.63873 1.14876 41.0313
626 2.64296 1.16755 41.2659
627 2.64718 1.17189 41.5022
628 2.65141 1.17137 41.7391
629 2.65563 1.16377 41.9751
630 2.65986 1.16891 42.213
631 2.66408 1.16446 42.4508
632 2.66831 1.16683 42.6897
633 2.67254 1.17141 42.9304
634 2.67676 1.16369 43.1703
635 2.68099 1.1561 43.4093
636 2.68521 1.16567 43.6511
637 2.68944 1.16977 43.8945
638 2.69366 1.1549 44.1355
639 2.69789 1.15644 44.3776
640 2.70211 1.13967 44.617
641 2.70634 1.14412 44.8581
642 2.71056 1.14272 45.0996
643 2.71479 1.13506 45.3402
644 2.71901 1.11856 45.5781
645 2.72324 1.11361 45.8157
646 2.72746 1.10763 46.0527
647 2.73169 1.08789 46.2862
648 2.73592 1.08932 46.5208
649 2.74014 1.09164 46.7565
650 2.74437 1.08029 46.9906
651 2.74859 1.06751 47.2226
652 2.75282 1.06689 47.4551
653 2.75704 1.07528 47.6903
654 2.76127 1.07905 47.9269
655 2.76549 1.0806 48.1647
656 2.76972 1.07017 48.4008
657 2.77394 1.05693 48.6348
658 2.77817 1.05954 48.87
659 2.78239 1.05841 49.1057
660 2.78662 1.05079 49.3404
661 2.79085 1.04743 49.5751
662 2.79507 1.03844 49.8085
663 2.7993 1.03044 50.0407
664 2.80352 1.02577 50.2727
665 2.80775 1.00783 50.5012
666 2.81197 1.01543 50.7322
667 2.8162 1.01159 50.963
668 2.82042 1.01264 51.1947
669 2.82465 1.00416 51.4251
670 2.82887 1.01183 51.6581
671 2.8331 1.01015 51.8913
672 2.83732 1.00055 52.123
673 2.84155 0.992669 52.3536
674 2.84577 0.985163 52.5831
675 2.85 0.98386 52.8129
676 2.85423 0.97985 53.0426
677 2.85845 0.966713 53.2698
678 2.86268 0.96333 53.4969
679 2.8669 0.953476 53.7223
680 2.87113 0.958626 53.9496
681 2.87535 0.959791 54.1779
682 2.87958 0.948114 54.404
683 2.8838 0.945532 54.6302
684 2.88803 0.942907 54.8565
685 2.89225 0.941665 55.083
686 2.89648 0.938781 55.3096
687 2.9007 0.928025 55.5342
688 2.90493 0.929108 55.7598
689 2.90915 0.92122 55.984
690 2.91338 0.923892 56.2096
691 2.91761 0.931952 56.4378
692 2.92183 0.929352 56.666
693 2.92606 0.931784 56.8955
694 2.93028 0.928083 57.1248
695 2.93451 0.934168 57.3562
696 2.93873 0.927895 57.5867
697 2.94296 0.927775 57.8178
698 2.94718 0.925949 58.0492
699 2.95141 0.918517 58.2793
700 2.95563 0.921657 58.5109
701 2.95986 0.922724 58.7435
702 2.96408 0.922011 58.9765
703 2.96831 0.914515 59.2083
704 2.97254 0.914106 59.4406
705 2.97676 0.908127 59.6721
706 2.98099 0.915965 59.9062
707 2.98521 0.922443 60.1427
708 2.98944 0.918675 60.3789
709 2.99366 0.923397 60.6169
710 2.99789 0.918234 60.8543
711 3.00211 0.925308 61.0942
712 3.00634 0.919771 61.3333
713 3.01056 0.932487 61.5765
714 3.01479 0.919643 61.8169
715 3.01901 0.933645 62.0617
716 3.02324 0.941218 62.3091
717 3.02746 0.936545 62.5561
718 3.03169 0.942514 62.8053
719 3.03592 0.938395 63.0541
720 3.04014 0.957804 63.3087
721 3.04437 0.955727 63.5635
722 3.04859 0.96149 63.8206
723 3.05282 0.958224 64.0775
724 3.05704 0.959067 64.3353
725 3.06127 0.961021 64.5943
726 3.06549 0.953038 64.852
727 3.06972 0.94615 65.1084
728 3.07394 0.9429 65.3647
729 3.07817 0.949123 65.6234
730 3.08239 0.948873 65.8828
731 3.08662 0.95227 66.1437
732 3.09085 0.94329 66.403
733 3.09507 0.943232 66.6629
734 3.0993 0.939146 66.9224
735 3.10352 0.945717 67.1844
736 3.10775 0.951162 67.4487
737 3.11197 0.947717 67.7127
738 3.1162 0.944571 67.9765
739 3.12042 0.946366 68.2416
740 3.12465 0.953679 68.5094
741 3.12887 0.957053 68.779
742 3.1331 0.953373 69.0482
743 3.13732 0.955905 69.3188
744 3.14155 0.958721 69.591
745 3.14577 0.967606 69.8664
746 3.15 0.967736 70.1427
747 3.15423 0.966386 70.4192
748 3.15845 0.975254 70.6991
749 3.16268 0.971167 70.9785
750 3.1669 0.970106 71.2584
751 3.17113 0.984349 71.5432
752 3.17535 0.989531 71.8302
753 3.17958 0.992788 72.1189
754 3.1838 0.988851 72.4072
755 3.18803 0.988717 72.6963
756 3.19225 0.98622 72.9854
757 3.19648 0.989782 73.2763
758 3.2007 0.986325 73.5669
759 3.20493 0.995461 73.8611
760 3.20915 1.00544 74.1589
761 3.21338 1.001 74.4563
762 3.21761 1.00349 74.7551
763 3.22183 1.00872 75.0563
764 3.22606 1.00761 75.358
765 3.23028 1.00898 75.6608
766 3.23451 1.015 75.9663
767 3.23873 1.00374 76.2692
768 3.24296 1.00822 76.5742
769 3.24718 1.01179 76.8811
770 3.25141 1.01156 77.1887
771 3.25563 1.00619 77.4955
772 3.25986 1.00998 77.8042
773 3.26408 1.01216 78.1144
774 3.26831 1.02534 78.4295
775 3.27254 1.01826 78.7431
776 3.27676 1.01963 79.0581
777 3.28099 1.01786 79.3733
778 3.28521 1.01596 79.6887
779 3.28944 1.02147 80.0066
780 3.29366 1.02693 80.3271
781 3.29789 1.0362 80.6513
782 3.30211 1.02448 80.9726
783 3.30634 1.02841 81.296
784 3.31056 1.02629 81.6196
785 3.31479 1.03785 81.9476
786 3.31901 1.03519 82.2756
787 3.32324 1.03454 82.6043
788 3.32746 1.04601 82.9374
789 3.33169 1.04067 83.2697
790 3.33592 1.03917 83.6024
791 3.34014 1.05333 83.9404
792 3.34437 1.05248 84.2791
793 3.34859 1.05826 84.6204
794 3.35282 1.06935 84.9662
795 3.35704 1.07137 85.3135
796 3.36127 1.074 85.6626
797 3.36549 1.06971 86.0111
798 3.36972 1.05947 86.3572
799 3.37394 1.06151 86.7048
800 3.37817 1.07115 87.0564
801 3.38239 1.06639 87.4073
802 3.38662 1.0642 87.7584
803 3.39085 1.05878 88.1086
804 3.39507 1.07226 88.4641
805 3.3993 1.06963 88.8197
806 3.40352 1.0723 89.177
807 3.40775 1.06891 89.5341
808 3.41197 1.0635 89.8902
809 3.4162 1.07056 90.2496
810 3.42042 1.06969 90.6096
811 3.42465 1.06118 90.9676
812 3.42887 1.06148 91.3266
813 3.4331 1.05618 91.6847
814 3.43732 1.05812 92.0443
815 3.44155 1.05579 92.404
816 3.44577 1.06172 92.7667
817 3.45 1.0415 93.1233
818 3.45423 1.04019 93.4803
819 3.45845 1.04469 93.8397
820 3.46268 1.03913 94.1981
821 3.4669 1.04856 94.5607
822 3.47113 1.04518 94.9229
823 3.47535 1.04579 95.2863
824 3.47958 1.04322 95.6496
825 3.4838 1.02947 96.009
826 3.48803 1.0351 96.3713
827 3.49225 1.03565 96.7346
828 3.49648 1.03404 97.0982
829 3.5007 1.03543 97.4633
830 3.50493 1.03349 97.8285
831 3.50915 1.035 98.1951
832 3.51338 1.02938 98.5606
833 3.51761 1.0262 98.9259
834 3.52183 1.03394 99.2948
835 3.52606 1.0287 99.6627
836 3.53028 1.02454 100.03
837 3.53451 1.023 100.398
838 3.53873 1.02497 100.767
839 3.54296 1.03307 101.14
840 3.54718 1.03026 101.513
841 3.55141 1.02772 101.886
842 3.55563 1.02262 102.258
843 3.55986 1.02048 102.63
844 3.56408 1.02428 103.004
845 3.56831 1.02717 103.38
846 3.57254 1.02095 103.755
847 3.57676 1.03204 104.135
848 3.58099 1.02973 104.514
849 3.58521 1.0202 104.892
850 3.58944 1.0175 105.269
851 3.59366 1.02229 105.649
852 3.59789 1.01721 106.027
853 3.60211 1.0158 106.406
854 3.60634 1.01914 106.788
855 3.61056 1.01204 107.167
856 3.61479 1.01681 107.549
857 3.61901 1.01762 107.933
858 3.62324 1.01551 108.316
859 3.62746 1.00898 108.698
860 3.63169 1.00541 109.08
861 3.63592 1.00431 109.462
862 3.64014 1.00482 109.845
863 3.64437 0.995665 110.225
864 3.64859 0.994443 110.606
865 3.65282 1.00366 110.991
866 3.65704 0.998466 111.375
867 3.66127 0.996841 111.76
868 3.66549 0.994906 112.144
869 3.66972 0.993754 112.529
870 3.67394 0.983075 112.911
871 3.67817 0.974407 113.29
872 3.68239 0.964626 113.666
873 3.68662 0.967521 114.045
874 3.69085 0.97094 114.425
875 3.69507 0.967376 114.805
876 3.6993 0.97037 115.187
877 3.70352 0.972928 115.571
878 3.70775 0.97264 115.955
879 3.71197 0.965927 116.338
880 3.7162 0.965524 116.722
881 3.72042 0.964542 117.106
882 3.72465 0.958411 117.488
883 3.72887 0.956031 117.871
884 3.7331 0.956263 118.254
885 3.73732 0.956382 118.638
886 3.74155 0.965044 119.027
887 3.74577 0.968145 119.418
888 3.75 0.963807 119.808
889 3.75423 0.957996 120.196
890 3.75845 0.96356 120.588
891 3.76268 0.958852 120.978
892 3.7669 0.953834 121.367
893 3.77113 0.964723 121.762
