# Time-averaged data for fix dump_rdf_22
# TimeStep Number-of-rows
# Row c_calc_rdf_22[1] c_calc_rdf_22[2] c_calc_rdf_22[3]
20000 1000
243 1.02465 1.12872 5.89903
244 1.02887 1.06241 5.96511
245 1.0331 0.984127 6.02683
246 1.03732 0.934246 6.0859
247 1.04155 0.881775 6.14211
248 1.04577 0.831375 6.19554
249 1.05 0.786231 6.24647
250 1.05423 0.743154 6.295
251 1.05845 0.70912 6.34168
252 1.06268 0.68374 6.38705
253 1.0669 0.647952 6.43039
254 1.07113 0.628211 6.47274
255 1.07535 0.611677 6.5143
256 1.07958 0.587285 6.55452
257 1.0838 0.585725 6.59495
258 1.08803 0.560437 6.63393
259 1.09225 0.548115 6.67236
260 1.09648 0.526744 6.70957
261 1.1007 0.518891 6.74651
262 1.10493 0.517506 6.78363
263 1.10915 0.526379 6.82168
264 1.11338 0.522089 6.85971
265 1.11761 0.525018 6.89825
266 1.12183 0.519175 6.93664
267 1.12606 0.514847 6.975
268 1.13028 0.514097 7.01359
269 1.13451 0.505989 7.05186
270 1.13873 0.516635 7.09122
271 1.14296 0.520255 7.13116
272 1.14718 0.517211 7.17115
273 1.15141 0.523195 7.21191
274 1.15563 0.521356 7.25282
275 1.15986 0.531152 7.29481
276 1.16408 0.524249 7.33655
277 1.16831 0.522446 7.37845
278 1.17254 0.530657 7.42132
279 1.17676 0.53941 7.46521
280 1.18099 0.539788 7.50945
281 1.18521 0.532971 7.55344
282 1.18944 0.537239 7.5981
283 1.19366 0.531893 7.64264
284 1.19789 0.532951 7.68757
285 1.20211 0.539393 7.73337
286 1.20634 0.536122 7.77922
287 1.21056 0.544037 7.82606
288 1.21479 0.549773 7.87374
289 1.21901 0.555107 7.92221
290 1.22324 0.555686 7.97106
291 1.22746 0.566117 8.02118
292 1.23169 0.568994 8.0719
293 1.23592 0.571858 8.12323
294 1.24014 0.576168 8.1753
295 1.24437 0.574117 8.22753
296 1.24859 0.574169 8.28013
297 1.25282 0.574494 8.33311
298 1.25704 0.583156 8.38726
299 1.26127 0.593841 8.44277
300 1.26549 0.591571 8.49844
301 1.26972 0.595212 8.55482
302 1.27394 0.601897 8.61222
303 1.27817 0.610114 8.67079
304 1.28239 0.611044 8.72984
305 1.28662 0.614313 8.78959
306 1.29085 0.626563 8.85094
307 1.29507 0.625664 8.9126
308 1.2993 0.630204 8.97511
309 1.30352 0.634274 9.03844
310 1.30775 0.648106 9.10357
311 1.31197 0.646766 9.16898
312 1.3162 0.648898 9.23503
313 1.32042 0.656874 9.30233
314 1.32465 0.664823 9.37088
315 1.32887 0.6625 9.43962
316 1.3331 0.667718 9.50935
317 1.33732 0.680662 9.58088
318 1.34155 0.683333 9.65314
319 1.34577 0.684952 9.72603
320 1.35 0.691096 9.80004
321 1.35423 0.700417 9.87552
322 1.35845 0.698732 9.95129
323 1.36268 0.71042 10.0288
324 1.3669 0.70781 10.1065
325 1.37113 0.724587 10.1866
326 1.37535 0.730502 10.2677
327 1.37958 0.731567 10.3496
328 1.3838 0.735975 10.4324
329 1.38803 0.734771 10.5156
330 1.39225 0.741105 10.6
331 1.39648 0.750065 10.6859
332 1.4007 0.761738 10.7737
333 1.40493 0.765811 10.8625
334 1.40915 0.772796 10.9527
335 1.41338 0.768669 11.0429
336 1.41761 0.780007 11.1351
337 1.42183 0.786189 11.2284
338 1.42606 0.797417 11.3237
339 1.43028 0.796008 11.4194
340 1.43451 0.796552 11.5157
341 1.43873 0.788187 11.6116
342 1.44296 0.799694 11.7094
343 1.44718 0.808577 11.8089
344 1.45141 0.814152 11.9097
345 1.45563 0.830347 12.0131
346 1.45986 0.824406 12.1163
347 1.46408 0.834021 12.2214
348 1.46831 0.840552 12.3279
349 1.47254 0.839708 12.4349
350 1.47676 0.848246 12.5436
351 1.48099 0.863272 12.6548
352 1.48521 0.85763 12.766
353 1.48944 0.867797 12.8791
354 1.49366 0.87195 12.9934
355 1.49789 0.881797 13.1097
356 1.50211 0.891176 13.2278
357 1.50634 0.893564 13.3469
358 1.51056 0.898407 13.4674
359 1.51479 0.911699 13.5903
360 1.51901 0.923519 13.7155
361 1.52324 0.9267 13.8419
362 1.52746 0.937843 13.9705
363 1.53169 0.941592 14.1003
364 1.53592 0.95244 14.2323
365 1.54014 0.95696 14.3657
366 1.54437 0.971224 14.5018
367 1.54859 0.996926 14.6423
368 1.55282 0.993484 14.783
369 1.55704 1.00789 14.9266
370 1.56127 1.0194 15.0726
371 1.56549 1.03192 15.2212
372 1.56972 1.04252 15.3721
373 1.57394 1.04911 15.5249
374 1.57817 1.06288 15.6804
375 1.58239 1.08098 15.8395
376 1.58662 1.07547 15.9985
377 1.59085 1.09951 16.162
378 1.59507 1.11484 16.3287
379 1.5993 1.11245 16.4959
380 1.60352 1.13058 16.6667
381 1.60775 1.13762 16.8395
382 1.61197 1.1519 17.0154
383 1.6162 1.15625 17.1928
384 1.62042 1.16767 17.373
385 1.62465 1.19303 17.558
386 1.62887 1.21691 17.7478
387 1.6331 1.22685 17.94
388 1.63732 1.2343 18.1344
389 1.64155 1.24945 18.3323
390 1.64577 1.25839 18.5326
391 1.65 1.2658 18.7351
392 1.65423 1.28093 18.941
393 1.65845 1.29841 19.1509
394 1.66268 1.31209 19.364
395 1.6669 1.32259 19.5799
396 1.67113 1.33341 19.7987
397 1.67535 1.35759 20.0226
398 1.67958 1.35611 20.2474
399 1.6838 1.36846 20.4754
400 1.68803 1.38276 20.7069
401 1.69225 1.38142 20.9394
402 1.69648 1.38754 21.174
403 1.7007 1.40475 21.4128
404 1.70493 1.41316 21.6541
405 1.70915 1.42795 21.8993
406 1.71338 1.43635 22.147
407 1.71761 1.44303 22.3972
408 1.72183 1.4521 22.6501
409 1.72606 1.46294 22.9062
410 1.73028 1.46303 23.1636
411 1.73451 1.47663 23.4246
412 1.73873 1.47578 23.6868
413 1.74296 1.48 23.951
414 1.74718 1.47629 24.2158
415 1.75141 1.47036 24.4808
416 1.75563 1.47196 24.7474
417 1.75986 1.46554 25.0141
418 1.76408 1.46162 25.2814
419 1.76831 1.46317 25.5502
420 1.77254 1.4509 25.8181
421 1.77676 1.45504 26.088
422 1.78099 1.46048 26.3602
423 1.78521 1.45657 26.633
424 1.78944 1.43021 26.9021
425 1.79366 1.41827 27.1702
426 1.79789 1.41222 27.4384
427 1.80211 1.38658 27.703
428 1.80634 1.37933 27.9674
429 1.81056 1.37117 28.2316
430 1.81479 1.34989 28.4928
431 1.81901 1.34155 28.7536
432 1.82324 1.31748 29.011
433 1.82746 1.3063 29.2673
434 1.83169 1.28507 29.5206
435 1.83592 1.26979 29.7721
436 1.84014 1.24815 30.0205
437 1.84437 1.23612 30.2676
438 1.84859 1.22222 30.513
439 1.85282 1.19882 30.7548
440 1.85704 1.18345 30.9946
441 1.86127 1.17296 31.2334
442 1.86549 1.15185 31.4689
443 1.86972 1.13559 31.7022
444 1.87394 1.11399 31.932
445 1.87817 1.10251 32.1606
446 1.88239 1.09217 32.388
447 1.88662 1.0656 32.6108
448 1.89085 1.05654 32.8328
449 1.89507 1.02811 33.0497
450 1.8993 1.01605 33.2651
451 1.90352 1.00474 33.479
452 1.90775 0.997092 33.6923
453 1.91197 0.97854 33.9025
454 1.9162 0.961304 34.1099
455 1.92042 0.953503 34.3165
456 1.92465 0.939381 34.521
457 1.92887 0.922179 34.7226
458 1.9331 0.904609 34.9212
459 1.93732 0.89669 35.1189
460 1.94155 0.886994 35.3154
461 1.94577 0.881025 35.5114
462 1.95 0.864012 35.7045
463 1.95423 0.85167 35.8956
464 1.95845 0.843716 36.0857
465 1.96268 0.840861 36.2761
466 1.9669 0.841448 36.4673
467 1.97113 0.830407 36.6569
468 1.97535 0.819768 36.8449
469 1.97958 0.81434 37.0324
470 1.9838 0.804947 37.2185
471 1.98803 0.79961 37.4042
472 1.99225 0.80139 37.5911
473 1.99648 0.798782 37.7782
474 2.0007 0.789523 37.9639
475 2.00493 0.785844 38.1495
476 2.00915 0.789963 38.3369
477 2.01338 0.783268 38.5235
478 2.01761 0.787049 38.7117
479 2.02183 0.781087 38.8993
480 2.02606 0.775375 39.0864
481 2.03028 0.77344 39.2737
482 2.03451 0.780524 39.4635
483 2.03873 0.775759 39.653
484 2.04296 0.783201 39.8451
485 2.04718 0.782213 40.0377
486 2.05141 0.784716 40.2317
487 2.05563 0.779602 40.4253
488 2.05986 0.779741 40.6197
489 2.06408 0.782392 40.8156
490 2.06831 0.780488 41.0118
491 2.07254 0.785708 41.2101
492 2.07676 0.786186 41.4093
493 2.08099 0.789664 41.6103
494 2.08521 0.791514 41.8125
495 2.08944 0.793286 42.016
496 2.09366 0.801109 42.2223
497 2.09789 0.801494 42.4296
498 2.10211 0.809552 42.6398
499 2.10634 0.801496 42.8487
500 2.11056 0.804566 43.0593
501 2.11479 0.812397 43.2728
502 2.11901 0.812982 43.4873
503 2.12324 0.807718 43.7013
504 2.12746 0.814238 43.9178
505 2.13169 0.82431 44.1379
506 2.13592 0.821362 44.3581
507 2.14014 0.818492 44.5784
508 2.14437 0.825745 44.8015
509 2.14859 0.830767 45.0269
510 2.15282 0.83616 45.2546
511 2.15704 0.838928 45.4839
512 2.16127 0.838192 45.714
513 2.16549 0.846685 45.9473
514 2.16972 0.846504 46.1815
515 2.17394 0.846535 46.4165
516 2.17817 0.851778 46.654
517 2.18239 0.856357 46.8937
518 2.18662 0.857375 47.1345
519 2.19085 0.859018 47.3768
520 2.19507 0.858521 47.6199
521 2.1993 0.874352 47.8684
522 2.20352 0.875776 48.1182
523 2.20775 0.87249 48.3681
524 2.21197 0.883479 48.6221
525 2.2162 0.893428 48.88
526 2.22042 0.891287 49.1382
527 2.22465 0.8943 49.3982
528 2.22887 0.894042 49.6592
529 2.2331 0.895926 49.9217
530 2.23732 0.899617 50.1863
531 2.24155 0.901084 50.4524
532 2.24577 0.909264 50.7218
533 2.25 0.915382 50.9941
534 2.25423 0.914459 51.2672
535 2.25845 0.925911 51.5447
536 2.26268 0.924022 51.8227
537 2.2669 0.931762 52.104
538 2.27113 0.938318 52.3884
539 2.27535 0.9351 52.6729
540 2.27958 0.94215 52.9605
541 2.2838 0.948914 53.2514
542 2.28803 0.95223 53.5443
543 2.29225 0.951985 53.8382
544 2.29648 0.958768 54.1353
545 2.3007 0.954136 54.4321
546 2.30493 0.960307 54.7319
547 2.30915 0.964824 55.0342
548 2.31338 0.973203 55.3402
549 2.31761 0.969798 55.6463
550 2.32183 0.975892 55.9554
551 2.32606 0.9816 56.2675
552 2.33028 0.980563 56.5803
553 2.33451 0.992039 56.898
554 2.33873 0.99412 57.2175
555 2.34296 0.99443 57.5383
556 2.34718 0.99397 57.8601
557 2.35141 1.00558 58.1868
558 2.35563 1.01237 58.5169
559 2.35986 1.01634 58.8494
560 2.36408 1.02177 59.185
561 2.36831 1.02028 59.5212
562 2.37254 1.02598 59.8606
563 2.37676 1.03237 60.2033
564 2.38099 1.03802 60.549
565 2.38521 1.04191 60.8974
566 2.38944 1.04495 61.2479
567 2.39366 1.04328 61.5992
568 2.39789 1.04871 61.9535
569 2.40211 1.05034 62.3096
570 2.40634 1.05697 62.6692
571 2.41056 1.06475 63.0328
572 2.41479 1.06963 63.3993
573 2.41901 1.07042 63.7673
574 2.42324 1.06907 64.1362
575 2.42746 1.07595 64.5087
576 2.43169 1.07609 64.8826
577 2.43592 1.08255 65.2601
578 2.44014 1.09218 65.6422
579 2.44437 1.09376 66.0262
580 2.44859 1.09612 66.4124
581 2.45282 1.09818 66.8006
582 2.45704 1.10253 67.1917
583 2.46127 1.10107 67.5836
584 2.46549 1.10139 67.977
585 2.46972 1.11049 68.375
586 2.47394 1.11156 68.7748
587 2.47817 1.11638 69.1776
588 2.48239 1.11683 69.582
589 2.48662 1.11602 69.9875
590 2.49085 1.11747 70.3949
591 2.49507 1.11694 70.8035
592 2.4993 1.12391 71.216
593 2.50352 1.12117 71.6289
594 2.50775 1.12351 72.044
595 2.51197 1.12603 72.4615
596 2.5162 1.12658 72.8807
597 2.52042 1.12966 73.3023
598 2.52465 1.12842 73.7249
599 2.52887 1.124 74.1473
600 2.5331 1.12716 74.5723
601 2.53732 1.12677 74.9985
602 2.54155 1.12496 75.4255
603 2.54577 1.1237 75.8535
604 2.55 1.13324 76.2865
605 2.55423 1.13201 76.7204
606 2.55845 1.1298 77.155
607 2.56268 1.1264 77.5896
608 2.5669 1.13094 78.0275
609 2.57113 1.12593 78.4648
610 2.57535 1.12991 78.9052
611 2.57958 1.12618 79.3455
612 2.5838 1.12219 79.7857
613 2.58803 1.11723 80.2254
614 2.59225 1.1203 80.6678
615 2.59648 1.12421 81.1131
616 2.6007 1.12313 81.5595
617 2.60493 1.12242 82.007
618 2.60915 1.11738 82.454
619 2.61338 1.11169 82.9001
620 2.61761 1.10761 83.3461
621 2.62183 1.10653 83.793
622 2.62606 1.10304 84.24
623 2.63028 1.10775 84.6903
624 2.63451 1.10174 85.1396
625 2.63873 1.10109 85.5901
626 2.64296 1.09167 86.0382
627 2.64718 1.08985 86.487
628 2.65141 1.08356 86.9345
629 2.65563 1.08121 87.3826
630 2.65986 1.07258 87.8285
631 2.66408 1.0645 88.2724
632 2.66831 1.06505 88.718
633 2.67254 1.06424 89.1646
634 2.67676 1.06321 89.6123
635 2.68099 1.05265 90.0568
636 2.68521 1.04646 90.5002
637 2.68944 1.04372 90.9438
638 2.69366 1.03262 91.3841
639 2.69789 1.03704 91.8276
640 2.70211 1.02997 92.2695
641 2.70634 1.02626 92.7111
642 2.71056 1.02462 93.1535
643 2.71479 1.0202 93.5953
644 2.71901 1.02243 94.0394
645 2.72324 1.01718 94.4827
646 2.72746 1.01055 94.9244
647 2.73169 1.00512 95.3651
648 2.73592 0.996317 95.8033
649 2.74014 0.99278 96.2413
650 2.74437 0.992216 96.6805
651 2.74859 0.989354 97.1196
652 2.75282 0.978893 97.5555
653 2.75704 0.976072 97.9915
654 2.76127 0.969684 98.4259
655 2.76549 0.970637 98.8621
656 2.76972 0.970848 99.2997
657 2.77394 0.969942 99.7383
658 2.77817 0.971037 100.179
659 2.78239 0.964833 100.618
660 2.78662 0.961278 101.056
661 2.79085 0.954443 101.493
662 2.79507 0.955263 101.932
663 2.7993 0.954102 102.371
664 2.80352 0.949582 102.809
665 2.80775 0.946971 103.248
666 2.81197 0.947555 103.688
667 2.8162 0.945434 104.129
668 2.82042 0.939046 104.568
669 2.82465 0.936788 105.007
670 2.82887 0.930011 105.444
671 2.8331 0.928499 105.882
672 2.83732 0.927349 106.321
673 2.84155 0.925304 106.76
674 2.84577 0.926615 107.201
675 2.85 0.922574 107.641
676 2.85423 0.924822 108.084
677 2.85845 0.928428 108.53
678 2.86268 0.921305 108.973
679 2.8669 0.922606 109.419
680 2.87113 0.922915 109.866
681 2.87535 0.91793 110.312
682 2.87958 0.9161 110.758
683 2.8838 0.914044 111.205
684 2.88803 0.912944 111.652
685 2.89225 0.916691 112.103
686 2.89648 0.917305 112.555
687 2.9007 0.916728 113.008
688 2.90493 0.916419 113.463
689 2.90915 0.91951 113.92
690 2.91338 0.921596 114.38
691 2.91761 0.920807 114.84
692 2.92183 0.91857 115.301
693 2.92606 0.918882 115.763
694 2.93028 0.922387 116.229
695 2.93451 0.924475 116.696
696 2.93873 0.9239 117.165
697 2.94296 0.928424 117.638
698 2.94718 0.926625 118.111
699 2.95141 0.926602 118.585
700 2.95563 0.932592 119.064
701 2.95986 0.936052 119.545
702 2.96408 0.93277 120.027
703 2.96831 0.937642 120.512
704 2.97254 0.935966 120.998
705 2.97676 0.940111 121.488
706 2.98099 0.938692 121.978
707 2.98521 0.939524 122.47
708 2.98944 0.939664 122.963
709 2.99366 0.94314 123.46
710 2.99789 0.94921 123.961
711 3.00211 0.956018 124.468
712 3.00634 0.955958 124.975
713 3.01056 0.953478 125.483
714 3.01479 0.952801 125.992
715 3.01901 0.963791 126.508
716 3.02324 0.964291 127.026
717 3.02746 0.961679 127.544
718 3.03169 0.967417 128.066
719 3.03592 0.969279 128.591
720 3.04014 0.96957 129.118
721 3.04437 0.969176 129.646
722 3.04859 0.971303 130.176
723 3.05282 0.968113 130.706
724 3.05704 0.971681 131.24
725 3.06127 0.972987 131.776
726 3.06549 0.972736 132.313
727 3.06972 0.975996 132.853
728 3.07394 0.978796 133.397
729 3.07817 0.97901 133.942
730 3.08239 0.980787 134.489
731 3.08662 0.986699 135.042
732 3.09085 0.984351 135.594
733 3.09507 0.987383 136.15
734 3.0993 0.989121 136.708
735 3.10352 0.989484 137.268
736 3.10775 0.989654 137.83
737 3.11197 0.995336 138.396
738 3.1162 0.994872 138.964
739 3.12042 1.00131 139.537
740 3.12465 0.997671 140.109
741 3.12887 1.00825 140.689
742 3.1331 1.00597 141.269
743 3.13732 1.00562 141.851
744 3.14155 1.00914 142.436
745 3.14577 1.0126 143.025
746 3.15 1.01438 143.617
747 3.15423 1.00924 144.207
748 3.15845 1.01621 144.802
749 3.16268 1.01649 145.4
750 3.1669 1.01827 146
751 3.17113 1.01814 146.601
752 3.17535 1.02208 147.207
753 3.17958 1.02129 147.814
754 3.1838 1.0267 148.425
755 3.18803 1.02409 149.037
756 3.19225 1.02814 149.652
757 3.19648 1.02884 150.27
758 3.2007 1.03221 150.891
759 3.20493 1.03172 151.514
760 3.20915 1.03202 152.139
761 3.21338 1.03307 152.765
762 3.21761 1.03823 153.397
763 3.22183 1.03671 154.029
764 3.22606 1.03677 154.663
765 3.23028 1.03325 155.297
766 3.23451 1.03304 155.932
767 3.23873 1.03741 156.571
768 3.24296 1.03789 157.213
769 3.24718 1.03921 157.857
770 3.25141 1.03624 158.5
771 3.25563 1.04614 159.152
772 3.25986 1.0423 159.803
773 3.26408 1.04695 160.458
774 3.26831 1.04553 161.114
775 3.27254 1.04504 161.772
776 3.27676 1.04543 162.431
777 3.28099 1.04304 163.091
778 3.28521 1.0461 163.755
779 3.28944 1.04866 164.421
780 3.29366 1.04912 165.09
781 3.29789 1.04973 165.761
782 3.30211 1.05018 166.434
783 3.30634 1.05502 167.112
784 3.31056 1.04945 167.787
785 3.31479 1.05107 168.466
786 3.31901 1.05256 169.147
787 3.32324 1.05064 169.829
788 3.32746 1.04873 170.511
789 3.33169 1.04799 171.195
790 3.33592 1.0528 171.883
791 3.34014 1.05207 172.573
792 3.34437 1.05124 173.264
793 3.34859 1.05189 173.957
794 3.35282 1.05254 174.652
795 3.35704 1.0483 175.346
796 3.36127 1.05136 176.044
797 3.36549 1.05 176.743
798 3.36972 1.05071 177.444
799 3.37394 1.05335 178.149
800 3.37817 1.0477 178.851
801 3.38239 1.05024 179.557
802 3.38662 1.05315 180.267
803 3.39085 1.05262 180.978
804 3.39507 1.05244 181.691
805 3.3993 1.05186 182.405
806 3.40352 1.04874 183.119
807 3.40775 1.04799 183.834
808 3.41197 1.05022 184.553
809 3.4162 1.04657 185.27
810 3.42042 1.04597 185.989
811 3.42465 1.04312 186.708
812 3.42887 1.04151 187.428
813 3.4331 1.04018 188.148
814 3.43732 1.03911 188.87
815 3.44155 1.04118 189.594
816 3.44577 1.03926 190.319
817 3.45 1.03873 191.046
818 3.45423 1.03353 191.77
819 3.45845 1.03119 192.495
820 3.46268 1.03016 193.221
821 3.4669 1.031 193.949
822 3.47113 1.03007 194.678
823 3.47535 1.02766 195.408
824 3.47958 1.02871 196.139
825 3.4838 1.02539 196.871
826 3.48803 1.03236 197.609
827 3.49225 1.02822 198.346
828 3.49648 1.02594 199.083
829 3.5007 1.02392 199.82
830 3.50493 1.02215 200.558
831 3.50915 1.0218 201.297
832 3.51338 1.01297 202.032
833 3.51761 1.01054 202.766
834 3.52183 1.01424 203.506
835 3.52606 1.01606 204.248
836 3.53028 1.01457 204.991
837 3.53451 1.01088 205.733
838 3.53873 1.01228 206.478
839 3.54296 1.00994 207.223
840 3.54718 1.00528 207.966
841 3.55141 1.00531 208.711
842 3.55563 1.00286 209.456
843 3.55986 1.003 210.203
844 3.56408 0.99773 210.948
845 3.56831 0.993353 211.691
846 3.57254 0.992457 212.435
847 3.57676 0.991884 213.181
848 3.58099 0.994548 213.93
849 3.58521 0.987456 214.676
850 3.58944 0.982542 215.42
851 3.59366 0.983837 216.166
852 3.59789 0.984817 216.915
853 3.60211 0.978056 217.661
854 3.60634 0.981378 218.411
855 3.61056 0.978637 219.161
856 3.61479 0.979086 219.912
857 3.61901 0.976017 220.664
858 3.62324 0.972143 221.414
859 3.62746 0.969649 222.163
860 3.63169 0.969787 222.915
861 3.63592 0.970312 223.669
862 3.64014 0.968302 224.422
863 3.64437 0.968651 225.178
864 3.64859 0.966843 225.935
865 3.65282 0.96815 226.694
866 3.65704 0.971756 227.457
867 3.66127 0.970638 228.222
868 3.66549 0.968838 228.987
869 3.66972 0.971241 229.755
870 3.67394 0.971237 230.526
871 3.67817 0.968903 231.296
872 3.68239 0.969127 232.068
873 3.68662 0.967933 232.841
874 3.69085 0.968452 233.616
875 3.69507 0.972355 234.396
876 3.6993 0.968727 235.175
877 3.70352 0.96553 235.953
878 3.70775 0.964772 236.733
879 3.71197 0.962811 237.512
880 3.7162 0.964626 238.295
881 3.72042 0.963184 239.078
882 3.72465 0.963564 239.864
883 3.72887 0.963653 240.651
884 3.7331 0.962796 241.44
885 3.73732 0.961327 242.229
886 3.74155 0.959659 243.018
887 3.74577 0.962907 243.812
888 3.75 0.961214 244.606
889 3.75423 0.96282 245.404
890 3.75845 0.964066 246.204
891 3.76268 0.96119 247.003
