ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
1200
ITEM: BOX BOUNDS pp pp pp
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
ITEM: ATOMS id f_aveg_velocity_dist[1] f_aveg_velocity_dist[2] f_aveg_velocity_dist[3]
883 -1.29284 0.523524 -0.211275
891 -0.117593 -0.0362642 -0.177989
907 -1.02261 0.354151 -1.46117
915 0.590122 -0.343274 1.09878
443 -0.317765 0.038023 0.965235
341 -0.736485 -1.10519 -0.0522916
221 -1.13662 0.127705 -0.912937
229 0.806892 -0.23991 -0.0937428
213 -0.324987 -0.470679 0.197437
237 0.67673 -0.38846 -0.209379
245 0.190841 0.0332019 -0.587228
829 -0.404888 -0.243807 0.690363
837 0.30866 0.694888 0.177999
845 0.829127 -1.18061 0.238722
853 0.812642 0.28566 0.502545
861 -0.25123 -0.205112 -0.0597033
205 0.433372 0.799384 0.25402
869 0.143718 0.563996 0.798043
877 1.27961 0.487804 0.240556
885 0.118728 -0.260959 -0.398128
893 1.18581 0.0672326 -1.22429
901 0.119756 0.0229593 -1.15281
909 -0.0410915 -0.303837 -0.154881
917 0.617457 -0.797155 0.772711
197 -0.280886 -0.0200901 0.592979
502 -0.347735 0.208029 -0.470916
222 -0.0511142 -0.149328 -0.548841
214 -0.825863 -0.846208 0.0863187
230 0.581542 0.494196 0.70907
238 0.443727 0.785848 -0.21819
246 0.0236948 0.351884 0.526261
822 0.114379 -0.154126 0.878473
830 -0.393882 1.43053 -0.643013
838 0.436236 0.490757 0.37116
846 -0.934206 0.955151 -0.0489637
862 -0.277841 -0.423017 2.23773
878 -0.425727 -0.12741 0.749658
894 0.336259 0.112186 -0.888434
902 -1.00474 0.275303 -0.0391511
910 0.278768 -0.275046 -0.878658
198 -0.125537 0.70171 -0.23074
918 1.41688 -0.42459 0.624194
38 0.150969 0.380129 0.560082
1023 1.03307 -0.895459 -0.148242
311 -0.946546 -0.526266 -0.170867
1007 -0.53171 0.688014 -0.46559
215 -0.127729 0.37203 -0.44619
223 0.307259 0.246828 -0.21925
231 0.245504 0.277742 -0.785728
239 0.249514 -0.787576 0.542758
247 0.0874324 -0.85763 -0.20079
823 -0.578603 -0.343666 1.0861
831 0.226919 -0.181104 -0.436785
839 -0.502134 -0.542631 1.14526
847 0.805459 -0.62335 0.542503
207 -0.199525 -1.00279 0.000684747
855 0.615474 0.122248 -0.681411
863 -0.403554 0.000173109 0.825705
871 1.01314 -0.0477717 0.309908
879 -0.132769 -0.782843 0.762139
887 -0.430679 -0.653267 0.345955
895 1.67062 0.0965373 -0.299067
903 0.950899 0.0951277 -0.112288
911 1.17027 0.250105 0.35059
1005 0.414708 -1.56211 -0.175037
997 -1.16947 -0.517089 -0.397444
365 -0.286987 0.409213 0.035044
253 -0.24946 -0.0254624 -0.0808051
981 0.193373 0.0782194 0.584529
973 -0.515474 -0.907482 0.085576
965 1.2456 1.20423 2.04351
957 0.000701623 0.776206 0.580733
949 -0.741749 0.305988 0.907696
941 0.1734 0.554013 -0.605017
933 0.429015 -0.249939 -0.709099
261 -0.284429 0.0644096 -0.0416066
1173 -1.46407 -0.288089 0.530161
301 0.958623 0.236738 -0.641253
293 -0.280136 0.492668 0.408479
285 -0.177503 -0.151741 -0.393491
277 0.353189 0.693315 -0.283408
101 -0.606046 0.508585 0.21363
69 -0.693085 0.869049 -0.339382
272 -0.0833666 0.800094 -1.18024
280 -0.674392 -0.0210182 0.330841
288 0.0109518 -0.194822 -1.14454
296 0.101169 -0.558794 0.164415
264 -0.493903 0.0255509 0.330266
304 -0.1534 0.0179981 -0.909723
920 0.964399 -0.186345 0.893984
928 1.97797 -0.187592 1.02055
936 -0.29277 0.65538 1.27631
944 -0.27671 0.458216 0.394147
952 -0.682889 0.585569 0.828452
960 -1.6219 0.649742 1.40409
968 1.78577 -0.486594 -0.733581
976 0.735342 -0.236026 0.129409
984 0.467214 0.976584 0.662846
992 0.223347 -0.121982 -0.636677
1000 0.328292 0.119868 -0.247294
1008 -1.12628 0.226234 -0.0618914
273 0.026033 1.22137 0.12806
281 -0.647808 -0.0940168 -0.590311
289 -0.137598 -0.352482 0.152409
265 0.623299 0.230575 -0.458722
297 -0.00528522 1.16616 -0.226068
921 0.174198 0.100865 -0.236727
929 0.965722 0.513397 0.7973
937 -0.423032 0.452025 -0.702302
945 -0.050315 1.24026 -1
961 -0.434094 0.306911 1.50454
257 0.369705 -0.376437 -0.508344
969 -0.498717 0.0123447 -1.99909
977 1.22144 0.0347016 0.481389
985 -1.29245 0.054048 0.407015
993 0.456473 0.221286 -0.641305
1001 0.0302475 0.140052 0.570584
1009 -0.6553 0.274777 0.69604
274 0.0967682 -0.278464 0.429342
282 0.175181 0.0930525 0.487067
266 0.806176 0.224878 0.0704708
290 -0.204772 0.495059 -0.665266
298 -0.0150115 0.585731 0.100839
922 0.212801 -0.333626 -0.455593
930 -0.148034 0.738667 -0.643163
938 0.582204 -1.10548 0.653919
946 -0.709848 -1.6631 0.768284
954 0.118809 1.51191 -0.35772
258 -0.574356 -0.598024 -0.237744
962 0.490492 -0.60798 0.23464
970 0.2169 0.249696 -0.343524
978 0.5109 0.615916 0.308604
994 0.00292077 -1.10924 0.300274
1002 -0.450187 1.11301 0.419041
1010 1.46544 0.725667 1.04309
250 0.727883 -0.110455 0.699352
98 -0.0249732 -0.913921 0.987118
506 -0.974042 0.135426 0.269856
363 0.447492 -0.465656 0.366304
1171 0.82197 -1.40285 1.05719
275 0.13287 -0.0984932 0.358195
267 -0.424039 -1.99823 -0.650265
283 -0.0854521 -0.0678524 0.178296
291 -0.232221 -1.18926 -0.414038
299 -0.380156 -0.324267 0.932962
931 0.517648 0.0991444 0.168707
939 0.0107631 -0.271739 -0.290049
947 1.02515 -1.34283 0.164011
259 0.174134 0.252925 -0.239288
955 -0.328114 0.747191 1.0163
963 -0.317802 -0.0468041 1.02535
971 -0.797082 0.406453 0.374629
979 -0.0956277 -0.755212 0.807818
987 0.302654 -0.73311 -0.0766924
995 1.29665 0.716738 -0.303788
1003 -0.662719 -0.56014 -0.0515609
1011 -1.27324 -1.15087 0.680317
211 0.502791 -0.247962 0.801326
579 0.609802 0.295049 -1.09052
1100 -0.672565 0.323926 0.382478
268 -0.143436 -0.255092 -0.0338932
276 0.0999362 1.14879 0.0644345
284 0.501396 0.651421 0.0374053
292 -0.0857957 0.665113 0.735928
300 0.465157 0.452071 0.36052
924 -1.60672 0.273983 0.204744
932 0.0353688 -0.512627 0.113538
940 -0.0927558 0.680397 0.846231
260 -0.983187 -0.847556 -0.475378
948 0.0283183 -0.177192 1.09029
956 -0.538285 0.360263 -0.224633
964 -0.46105 0.998331 0.913461
972 0.762847 -1.05902 -1.25691
980 0.758336 -0.302155 0.985986
988 -0.0797787 -0.179697 -0.781619
996 1.01112 0.626165 1.37099
252 -0.136647 0.618407 0.464976
1004 0.926691 0.816517 0.380363
1012 1.224 -0.51677 0.36776
60 -0.484219 -0.0745956 -0.242262
350 0.789613 0.476091 -0.251135
1174 -0.647266 0.291106 1.10402
270 -0.728993 -1.11226 -0.306058
278 -0.0176417 -0.0336453 -0.121223
286 -0.254887 -1.08046 -1.09683
294 0.236152 -0.541529 -0.8833
302 -0.66859 0.111824 1.06446
926 -0.0826234 1.32833 0.592512
262 0.0144948 -0.449885 0.751551
934 0.421556 -0.72394 -0.719732
942 1.03841 0.381014 0.659756
950 -0.225597 0.75863 -0.583971
958 -1.16618 0.628719 0.276969
966 -0.559859 -0.609324 0.980315
974 -0.34876 -1.84433 0.718751
982 -0.274918 -0.0425908 1.27584
254 0.150413 0.029016 -0.769146
990 -0.609202 0.234122 0.0877863
998 0.161565 -0.0335493 -0.188766
1006 -0.699635 -0.252789 0.154074
886 -0.211566 -0.036129 0.543063
550 -0.598549 0.742544 -0.812563
1143 0.28361 -1.3434 -0.191817
279 0.119483 -0.390386 0.29168
287 0.566879 -0.175959 0.613694
295 0.365033 0.3178 0.515359
919 -1.32173 0.831921 0.29008
263 -0.304501 1.6808 0.910055
927 -0.748985 0.68543 -1.02973
935 1.56317 0.385036 0.49177
943 1.02482 -1.52604 0.544136
951 -0.963614 -0.558146 -0.363655
959 0.0951921 0.377296 -0.0074517
967 0.742129 0.586349 0.391584
975 -0.564638 -1.19696 -0.176196
255 -0.890279 0.387757 -1.08469
983 0.330299 1.9442 -0.717156
991 0.221753 0.205182 -0.91613
999 -0.504548 -0.466327 1.05112
567 0.409463 0.131127 0.555204
1094 0.708696 -0.265119 -0.0952112
1086 0.446571 0.0415416 -1.21128
1078 -0.603067 -0.0792782 0.0717309
1070 -0.535922 -0.855638 -0.0980099
1062 0.99113 -0.000883721 -1.06051
310 -0.963976 -0.299177 0.0511827
1054 0.894546 1.39398 -0.284777
1046 0.591842 -1.09076 -0.750513
1038 -0.381123 -0.251034 -1.33094
1030 0.0220592 0.12936 -0.229913
1142 -0.0735515 -0.241842 -0.654316
1014 0.504245 0.551158 -0.998603
342 -0.674505 -0.0805985 -0.0699824
318 -0.255454 0.308952 0.00878506
334 -1.20436 0.62699 -0.112155
326 -0.0180664 -0.0190407 -0.0345926
1150 -0.0954962 0.0521604 -0.528268
854 0.619678 0.227035 0.599972
646 -1.40132 0.203755 0.406603
328 -0.911199 0.105965 1.07467
320 0.368391 0.425343 -0.196492
336 0.872442 0.488935 0.516899
1016 0.507046 0.14587 1.31317
1024 0.863504 0.849914 0.755955
1032 1.0306 0.773664 -0.818012
1040 -0.859001 0.857613 -1.64364
1048 0.665807 -1.14673 -0.335837
1056 0.0771341 0.414286 0.419528
1064 -0.95138 -0.689337 -0.120772
1072 0.166207 0.118972 -0.533764
1080 -0.340618 -0.0114874 1.57843
1088 -0.632595 -0.0276533 0.971338
1096 -0.812163 -0.789576 0.29871
656 -0.104622 -1.46232 -0.61133
321 -0.161339 -0.436644 -0.0263477
329 -0.288592 0.0210569 -0.713388
337 0.298211 0.635754 -0.573629
1017 -1.61719 0.147531 -0.858608
1033 -0.314008 0.196936 -1.04998
1041 -0.259339 1.19396 -0.44853
313 0.377997 0.127534 -0.261514
1049 -0.171375 0.485429 0.474166
1057 -0.923314 -0.0411772 -0.142435
1065 1.60424 0.276177 0.200158
1073 1.07225 0.979044 -0.00259094
1081 0.620157 1.27436 -0.00588402
1089 0.972229 1.97713 0.659056
1097 0.345857 -1.06751 -0.166962
305 0.0284104 0.609828 0.397369
1114 -0.105168 0.636793 -0.267158
322 -0.00415928 -0.789513 -0.0166362
330 -0.189656 0.150619 0.302245
338 0.892945 0.190293 -0.424765
1018 -0.973569 -0.158862 0.381283
1026 -0.423114 -0.460027 -1.03886
314 0.0853362 0.164555 0.181848
1042 1.01425 0.397616 0.413547
1050 0.596405 0.312299 -0.401231
1058 0.721878 0.00545676 -0.358927
1066 -0.62864 0.528391 -0.151306
1074 -0.679686 -0.835864 -0.437237
1082 -0.0332066 0.0418138 0.434493
1090 -0.00803472 1.04195 -1.63189
306 0.258696 -0.379978 0.351854
323 0.075071 -0.0448184 -0.171479
331 0.17162 0.283024 -0.354193
339 -0.0836504 -0.228951 -0.0529689
1019 -0.555058 -0.249787 -0.0682328
1027 -0.677357 0.320972 0.328787
315 -0.349029 1.33853 0.448715
1035 1.38266 0.0740943 -0.581218
1043 -1.79891 1.4781 -0.383798
1051 0.0274418 0.704873 0.480761
1059 -0.945818 -0.226082 -0.211882
1067 -0.453479 0.696103 1.3827
1075 -0.725423 -0.702401 0.951721
1083 0.810067 0.537023 -0.66876
307 -0.179965 0.338744 -0.0865552
1091 -0.354609 -1.52535 -0.382713
899 0.470854 0.0598413 -1.14238
228 -0.518373 -1.17397 -0.722051
1188 0.750741 -0.725094 -0.316694
324 -0.0777114 -0.428826 0.816982
332 1.10361 -0.476225 -0.352879
340 -0.629214 0.0994391 -0.391364
316 -0.341234 0.291621 0.0410782
1028 -0.421599 0.0289525 -0.163823
1036 0.797737 -0.285419 -0.717337
1044 0.659364 -0.215339 -0.836867
1052 -0.367575 -0.972063 -0.582134
1060 -1.02591 -0.056695 -0.633391
1076 0.0898366 0.195516 -0.464773
308 -0.0181675 -0.749108 -0.591577
1084 -0.134193 0.693813 -0.00707241
1092 0.920438 1.16737 -1.21968
676 0.807282 0.680743 0.136735
700 -0.477618 -0.146813 0.0476105
325 -0.480843 -0.373359 0.820153
333 -0.0625439 0.24846 0.828058
1013 -0.424519 1.24472 1.22253
317 0.472964 -0.509812 -0.886389
1029 -0.345398 -0.255524 -0.521851
1037 -1.01214 -0.256695 0.326244
1045 0.0970993 0.765409 0.22684
1053 0.227106 -0.683325 0.0614069
1061 -0.305047 0.301375 0.389601
1069 -1.08306 -0.742662 0.184064
309 0.0371652 0.211846 0.657547
1077 -0.605543 0.0750211 0.445643
1085 -0.0463226 0.323257 0.107271
1093 0.549303 -0.0743462 -0.456096
141 0.0245967 -0.49856 0.204516
327 -0.379585 0.622106 -0.237071
335 -0.274353 0.373137 -0.0514068
319 -0.383091 -0.247629 0.103769
1015 -1.05096 0.109994 0.518552
1047 0.758733 -0.288737 1.29258
1055 1.22168 0.158017 0.169286
1063 -0.0369431 0.152267 -0.349212
1071 -0.160505 0.250757 -0.21986
1079 1.14922 -0.348864 -0.138439
1087 1.33272 -0.529325 0.0698046
1095 1.17946 0.874946 0.425958
695 1.27256 -0.848195 -0.219821
703 0.738954 -0.228396 1.47065
343 0.272364 0.504793 -0.147207
1199 -0.918362 -0.644405 0.163763
1191 2.52902 0.939677 -0.108216
1039 1.49796 1.09692 -1.26998
1175 0.328868 1.04824 -1.10975
1167 -0.881571 -0.448568 -1.40204
1159 0.447511 0.283356 -0.432131
1151 -0.496074 -0.510706 0.0392721
351 -0.758922 -0.753284 -0.424422
271 -0.0376759 -0.974992 0.451398
1135 -0.0758061 -0.379526 -0.144923
1127 -1.66305 -1.1042 -0.619287
1119 -0.570945 0.577411 -0.515202
1111 0.261811 -0.340018 0.268476
1103 0.557786 0.606301 -0.0101682
391 0.373954 0.296603 0.849882
359 -0.10094 0.592407 -0.433635
383 -0.674347 0.0232801 -1.31431
375 0.0699705 -0.189361 0.874962
367 -0.0511754 0.140804 0.210666
303 0.129464 0.0953248 0.525406
368 0.0835449 -0.515424 -0.223409
376 0.698259 0.606464 0.0800473
384 0.365764 0.028497 0.674824
360 0.612098 0.32131 -0.214253
392 -0.853328 0.168073 -0.940191
1104 -0.0202721 -0.32236 0.318165
1120 -0.430224 -0.380773 0.315845
1128 0.359442 -0.0803855 1.07985
1136 0.85382 0.0307859 -0.228738
1144 0.426074 -0.209991 0.220182
352 -1.0832 0.373357 0.172926
1152 0.00751382 -0.634343 1.15269
1160 0.602867 0.0796166 -0.145062
1168 -0.856915 -0.508107 0.771214
1176 -0.482646 -1.56788 1.58885
1184 -0.660196 0.344437 0.611488
1192 0.316476 -0.335064 -0.188309
1200 0.14433 -0.0572092 0.814295
344 -0.315455 0.450749 0.635569
312 -0.0331888 -0.908131 0.0526524
176 -0.0182282 0.945647 0.923925
760 -0.328858 0.569374 -0.567122
369 -0.952474 -0.0109787 -0.206272
377 0.460462 0.62137 1.14056
361 -0.416569 0.664041 -0.280406
385 0.868385 -1.12442 0.287089
393 0.574326 -0.240423 0.038818
1105 0.262018 0.242637 -0.37424
1113 0.0748446 0.658004 0.684645
1121 -0.304861 -0.49943 -1.16864
1129 0.847844 0.455076 -0.0517083
1137 -0.394687 0.101415 0.116308
353 -0.834111 0.192315 -0.160667
1145 -0.505869 0.232877 0.376317
1153 0.741506 -1.0096 0.0992287
1161 0.318933 -0.33373 0.168816
1169 1.37661 0.422367 -0.0331302
1177 0.101761 -0.53111 0.006611
1185 -0.193508 0.201235 -1.69387
1193 -0.0361425 -0.495992 0.255425
345 0.867925 0.271757 0.412194
953 1.78209 -0.76848 -0.151257
370 -0.356009 0.901245 -0.314719
362 0.13078 -0.363612 -0.246615
378 -0.499431 -0.0982268 0.108727
386 -0.290762 -0.117462 0.542056
394 0.0635246 -0.0479573 0.566576
1106 -0.0737795 0.153727 0.43454
1122 0.0681833 1.17707 -0.583367
1130 0.0508271 0.561357 -0.564296
354 0.42475 -0.70266 -0.824345
1138 0.372488 0.144275 -0.15973
1146 -0.174811 -0.302417 0.765244
1154 -0.450135 1.57405 0.84918
1162 1.08229 0.987854 -0.208113
1178 -1.16355 0.395467 1.23615
1186 -0.914418 0.0404008 0.0147714
346 0.658616 -0.350493 -0.17251
1194 0.512358 0.264544 0.602119
371 -0.212304 0.0267587 -0.217766
379 -1.12996 0.300767 -0.305449
387 0.634097 0.228811 -0.490067
395 0.582474 -0.528309 1.25188
1099 0.14442 -0.334929 0.749498
1107 -0.308491 0.532595 -0.214625
1115 0.0606449 0.187126 -0.556922
1123 -0.992945 -0.0843929 0.0366133
355 0.401106 -0.320757 0.605709
1131 -1.25355 0.801099 1.04347
1139 -0.618786 -0.0170169 0.464187
1147 -1.55298 0.169775 0.61273
1155 -0.310906 -0.115356 0.602351
1163 0.275967 -0.567876 -0.28525
1179 -0.501815 -0.173849 -0.194052
347 -1.12319 -0.888769 0.0117833
1187 0.345367 -0.828052 -0.287632
1195 0.821298 1.31888 -0.306602
923 -1.22238 -0.580669 -0.44421
364 -0.364232 -1.1074 0.0292686
372 0.0408473 0.0373839 -0.99612
380 0.156138 0.808634 0.64635
388 0.251347 0.431106 -0.0339309
396 0.613421 -0.711593 0.270064
1108 -0.150558 -0.0610881 0.429677
1116 0.17243 -0.345475 1.01371
356 0.638406 0.103573 -0.565303
1124 0.350645 1.40189 -0.326878
1132 0.190156 -0.264754 0.701097
1140 0.307091 0.845925 0.118416
1148 2.37899 0.736031 1.44271
1156 0.433774 0.524751 0.62121
1164 0.157834 -0.595959 0.227924
1172 -0.948704 0.639691 -1.4551
348 0.245875 -0.0829959 -0.267609
1180 -0.106559 -0.742466 0.0699558
1020 -0.193973 0.167994 0.729865
989 -0.174905 -0.153676 0.292656
925 -0.969003 -0.108348 -0.156392
373 0.343129 0.716349 -0.271218
381 0.954047 -0.597511 -0.235646
389 0.336287 0.0594674 -0.77403
1101 0.0250136 -0.039258 -1.20558
1109 0.68908 0.09363 -0.239663
357 0.84982 -0.177728 0.865991
1117 -0.550184 -0.16835 -0.643345
1125 0.713005 -0.0984972 -1.07338
1133 -1.01802 0.774862 -1.34759
1141 -0.215639 -0.750169 1.20152
1149 -0.0825007 -0.0965077 -0.804128
1157 0.978851 -1.10412 -0.147149
1165 -0.398077 0.10895 -0.0771791
349 0.115739 -0.279093 -0.475601
1181 0.0372217 -0.246875 0.3048
1189 -0.897857 0.00451907 -0.774176
1197 0.492722 -0.00490874 0.794797
1022 0.0124314 0.743498 -0.519769
366 0.789925 -0.496316 -0.0445599
374 -0.412435 -0.0688331 0.361002
382 -0.398479 -0.691579 -0.128345
390 0.0898873 0.0826537 0.590555
1102 0.216913 -0.188507 0.604138
358 0.0495775 0.564086 0.714227
1110 -0.664572 0.366258 -0.193614
1118 0.306387 0.416074 -0.128149
1126 0.382167 0.0661299 -0.785173
1134 0.421849 0.242817 0.648725
1158 -0.355166 -0.0817937 0.537353
1166 -0.161774 0.221709 0.419845
1190 1.3073 -0.38788 -0.476886
1198 -0.254557 0.439489 0.267145
742 -0.555519 1.28019 -1.37983
158 0.492701 0.327738 -0.65382
782 -0.39547 0.049882 0.383345
ITEM: TIMESTEP
100000
ITEM: NUMBER OF ATOMS
1200
ITEM: BOX BOUNDS pp pp pp
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
ITEM: ATOMS id f_aveg_velocity_dist[1] f_aveg_velocity_dist[2] f_aveg_velocity_dist[3]
880 -0.525914 -0.641484 -1.19065
488 -0.2601 0.728284 -0.810394
480 0.718804 -0.0496574 1.72035
226 0.272065 0.293739 0.665699
439 -1.25264 1.51046 -1.46601
1158 -1.16425 -0.737855 0.522931
68 0.45142 -0.00597217 -0.303667
242 -0.461565 0.749412 -0.030129
861 -0.428735 0.551429 -1.26915
729 -0.801058 -0.902101 -1.45879
424 -0.959137 -1.66975 -0.359914
416 0.752613 0.0956698 -2.40948
233 -1.52572 0.634643 1.15583
212 -0.778576 -0.379563 1.90385
48 1.81017 -0.0199813 1.99105
398 0.235027 1.23778 -0.107818
40 -0.808242 1.51464 1.32851
32 -0.184043 0.504785 0.613937
673 1.60093 -1.1634 -1.22514
231 1.08481 -0.581685 0.339869
554 -0.645098 -0.691826 -0.244528
17 -0.740054 -0.408529 -0.983637
49 -1.2843 0.821721 -0.435453
887 1.70867 -0.58917 -0.118159
863 -0.0103923 1.29009 -1.03788
417 1.40611 -0.543038 0.579957
549 -1.10384 0.203153 -0.958535
595 0.193616 0.559575 -0.871513
1100 -0.416436 -3.1023 -1.56853
449 0.843056 -1.59287 -0.128751
457 1.56088 1.19 0.126556
610 0.0472234 2.46392 0.0203664
463 -0.683637 -0.72618 1.10857
489 0.516902 -2.10282 1.35775
84 0.232293 -0.68277 -0.5264
405 0.655429 0.0230306 -2.42365
498 -1.7051 2.7527 -0.732811
490 1.56951 0.120737 -1.13762
34 -0.863142 2.04777 0.431472
18 -0.618001 0.180316 -0.462051
75 -0.360167 0.689931 -1.04096
476 -0.32915 -1.19084 0.829432
154 0.105004 -1.09372 0.403015
247 -0.353354 -1.50438 -0.287054
434 -0.497198 -0.31389 1.84409
855 2.1545 -1.30365 -0.135429
442 0.336968 1.19054 1.57013
237 0.544912 -0.637829 0.92001
466 0.431757 -1.63341 0.248448
143 1.28162 -0.613641 1.44101
232 -0.0279073 -0.0902446 1.08688
499 0.783104 -0.0160638 1.95783
884 1.04537 -1.64811 -0.851482
249 -0.175498 0.935937 0.31767
27 -0.324773 -0.987175 -0.147505
298 0.1064 -0.999914 -0.616925
35 0.194681 -0.176831 0.457149
43 -0.600049 1.2822 -0.347355
523 -1.04002 -0.679446 -1.62951
725 -1.41691 -0.565108 1.46473
852 -2.6193 1.1702 0.756821
419 0.696691 -1.1844 -0.931489
410 -0.74487 -1.01534 -1.49308
447 0.881999 1.08504 0.00727481
841 0.347958 -1.45188 0.0250128
59 -0.17158 0.862896 0.64074
427 0.858313 0.785241 2.31645
582 -0.0661535 0.456854 -2.3928
500 0.48051 -0.0218727 -1.77893
433 1.00041 -0.955749 -0.925782
859 -0.890377 1.75529 -0.240404
20 -0.799203 -0.35802 0.280827
36 0.0656254 0.620111 0.518424
569 0.167708 0.743784 0.144145
998 -1.24322 -0.0369238 0.940835
404 0.194606 -0.631767 1.66442
412 1.55375 2.3549 1.77842
30 0.766816 -0.426783 0.345368
436 0.27073 0.549241 -0.386252
971 -1.93151 0.560176 0.345647
679 0.989723 -0.432401 -0.0375869
468 -1.50079 1.1229 0.920485
406 0.904817 1.21093 1.02638
4 -0.870554 -1.32581 -0.825679
492 -0.231216 -1.18326 -0.522597
501 0.763571 -1.15842 -1.28595
493 -1.93348 -0.460017 -0.152571
50 0.684592 0.601855 1.05134
37 0.343565 -0.0896339 -0.517951
45 -1.00007 -0.695286 0.550813
53 -1.30792 0.674721 0.137853
704 2.11805 1.62352 1.14074
413 0.0512615 1.26211 0.854077
13 0.289929 -0.464335 -1.57153
625 -2.32399 0.570463 -1.11294
429 0.786326 -0.325293 -0.816495
437 1.24712 0.00124423 1.71797
445 -0.146853 1.64677 1.35763
453 -1.09853 -1.00046 1.15076
134 -0.914768 -0.94988 0.534341
469 -0.0895102 -1.80809 -0.411051
653 -1.88207 -0.375991 -0.322453
454 -0.0865848 -1.42897 -0.372123
494 3.41503 1.3519 1.68136
486 -1.11883 -0.432028 -2.14365
132 -0.508292 0.312365 -0.581755
907 1.75442 0.0715225 1.56012
496 0.0812515 -1.85118 -2.48924
566 0.208597 0.440832 2.47392
77 0.429226 0.301131 -0.547866
456 0.47796 -0.0998615 -1.39906
29 1.2427 0.0215825 -0.826952
906 -0.664039 1.41337 1.83349
83 -0.618109 0.785897 -0.192124
420 1.0904 -0.747765 -0.694988
403 -0.730857 0.905075 -0.440751
14 -1.2554 -0.449849 0.130051
54 -0.396386 -0.0335714 -0.523172
644 0.57053 -1.38012 -1.39047
236 -0.70248 -0.543264 0.295682
446 -0.00767271 1.07328 -0.586754
681 1.52053 1.7691 -0.605559
858 0.718863 0.128194 0.364442
6 0.100394 -1.41879 2.25564
443 0.064449 0.136875 0.874026
503 -0.645274 0.860146 -1.9535
495 -0.786537 2.38556 1.47836
199 1.28222 1.00156 -0.57392
576 0.384063 1.56336 -1.07916
573 -1.00742 0.944271 -1.77343
23 -0.643128 1.05272 -1.73354
31 0.834857 0.965161 0.165085
39 -0.795739 -0.109317 -0.60532
842 0.694089 -1.49371 1.73118
451 1.18564 -0.391932 0.0120707
15 -1.76764 0.943012 0.510241
407 0.127384 0.864643 0.421982
455 -0.490638 1.02024 -0.512612
423 1.12786 -1.17989 -2.62836
903 -0.4614 0.593439 -1.33021
825 0.0679312 -1.22087 0.408301
715 -1.18229 3.0783 -1.0418
459 -3.20997 0.045996 -0.0248899
541 0.11497 -0.366805 0.1064
1170 1.20588 0.0177116 -0.169804
38 0.503638 1.12912 1.6307
581 2.15362 -1.50123 1.2324
829 -1.30582 0.720663 -1.4369
255 -0.581635 -0.169531 0.155989
609 -0.20056 -0.894547 0.367636
587 0.777108 -0.651107 0.247392
608 0.401905 0.591058 0.124055
593 -0.351528 1.16378 1.03424
983 -0.641634 -1.16207 0.258916
837 -1.53407 0.0601631 -1.2344
519 1.5749 -1.97482 0.771586
524 2.06722 -0.537029 0.915203
583 -0.954619 0.095576 1.24515
545 -1.01122 -0.288794 -1.44131
65 -0.170856 -0.576298 1.74134
925 -1.39487 1.24504 -0.32179
559 -1.7958 0.0839924 0.114459
521 -1.53197 -0.838989 1.25574
25 0.988153 0.185163 1.42216
119 -1.57708 0.709851 0.533236
591 -0.773997 -0.396644 -1.65222
97 1.77111 0.588299 0.369817
81 0.351747 1.14014 -1.59769
89 0.352459 -1.61317 0.269652
527 2.08525 0.765251 -1.31799
542 0.794622 0.239199 0.0616451
937 -0.624572 -0.793816 0.309967
546 -1.62438 1.18559 0.34487
96 1.37017 -0.485562 -0.227187
752 -0.708075 -2.70798 0.431062
1009 -0.0820236 -0.0276577 -0.156925
512 0.759974 1.82078 -0.519109
425 -0.132787 0.12897 1.07422
528 0.373467 0.788969 -1.00392
536 -1.03624 0.00303035 0.0818573
550 0.451772 0.230531 -1.30552
98 -1.45336 0.519187 0.113513
107 -0.990384 0.157831 -0.156598
568 0.854019 1.03373 1.54672
518 1.61685 -0.246634 0.635551
509 -0.140292 -1.39465 -1.49391
949 0.392365 0.0255442 0.898924
58 0.936248 0.647191 -0.0153993
485 1.93589 -0.21 -1.95797
616 0.909594 -1.45047 1.74161
55 -0.457738 -0.258708 -0.181665
562 -0.868434 2.2852 0.0938952
1011 -0.866288 -1.20437 0.503854
106 -1.01663 -0.362802 0.289027
514 -0.666381 -0.000796967 -0.934135
269 -0.246042 -0.579536 -0.610244
22 0.324261 -0.853843 0.0661491
538 -1.50311 1.55725 -1.15802
66 -1.70378 0.258788 0.780994
482 0.581551 0.229921 1.28159
191 -0.259829 2.05096 0.404557
67 -0.699725 -0.38222 0.302644
570 -0.0805855 -0.15094 1.02925
578 -0.182925 -1.55182 0.238722
763 -1.65072 0.00344952 0.548929
617 0.161341 1.01147 0.306078
472 -1.39747 0.438799 -0.319279
602 -1.59435 0.750627 -0.1883
422 2.06255 0.351665 -0.0575648
985 0.339004 0.652473 1.0336
71 0.118752 0.279364 0.0100304
26 0.329167 -0.857755 -0.363555
845 0.521063 -0.413072 1.07797
525 1.84544 -0.86602 1.53003
759 -2.06693 0.85156 -0.0514095
