# Time-averaged data for fix dump_momentum
# TimeStep c_calc_momentum[1] c_calc_momentum[2] c_calc_momentum[3]
45800 -1.28253e-12 -4.08562e-14 -4.75175e-13
45900 -1.3145e-12 -6.39488e-14 -4.46754e-13
46000 -1.26477e-12 -9.85878e-14 -5.15143e-13
46100 -1.22746e-12 -7.63833e-14 -4.46754e-13
46200 -1.24256e-12 -9.50351e-14 -4.44089e-13
46300 -1.25322e-12 -1.27898e-13 -4.47642e-13
46400 -1.2137e-12 -1.22569e-13 -4.55636e-13
46500 -1.20837e-12 -9.9476e-14 -4.47642e-13
46600 -1.20681e-12 -1.06581e-13 -4.70735e-13
46700 -1.23102e-12 -8.17124e-14 -4.76064e-13
46800 -1.22347e-12 -5.68434e-14 -4.54747e-13
46900 -1.21014e-12 -6.92779e-14 -4.34319e-13
47000 -1.17417e-12 -5.68434e-14 -4.3876e-13
47100 -1.19904e-12 -4.61853e-14 -4.22773e-13
47200 -1.21236e-12 -1.06581e-14 -4.0945e-13
47300 -1.22657e-12 4.79616e-14 -3.89022e-13
47400 -1.2168e-12 1.77636e-14 -3.80584e-13
47500 -1.2399e-12 4.08562e-14 -3.42837e-13
47600 -1.28342e-12 4.26326e-14 -3.57936e-13
47700 -1.30296e-12 5.50671e-14 -3.08198e-13
47800 -1.30385e-12 5.32907e-14 -3.2685e-13
47900 -1.29941e-12 3.90799e-14 -3.44613e-13
48000 -1.27276e-12 4.61853e-14 -3.25073e-13
48100 -1.30251e-12 4.9738e-14 -3.30402e-13
48200 -1.28964e-12 2.30926e-14 -2.93099e-13
48300 -1.26676e-12 2.66454e-14 -3.01981e-13
48400 -1.28253e-12 3.37508e-14 -3.44613e-13
48500 -1.28964e-12 4.17444e-14 -3.71259e-13
48600 -1.30029e-12 4.44089e-14 -3.73035e-13
48700 -1.2701e-12 1.77636e-14 -3.78364e-13
48800 -1.2097e-12 3.55271e-14 -4.10338e-13
48900 -1.22213e-12 5.86198e-14 -4.29878e-13
49000 -1.22569e-12 2.84217e-14 -4.42313e-13
49100 -1.2399e-12 7.81597e-14 -4.7784e-13
49200 -1.24878e-12 7.28306e-14 -4.92051e-13
49300 -1.24034e-12 9.41469e-14 -4.79616e-13
49400 -1.23679e-12 1.20792e-13 -4.93827e-13
49500 -1.23879e-12 1.33227e-13 -5.08038e-13
49600 -1.25144e-12 9.05942e-14 -5.00933e-13
49700 -1.23812e-12 7.28306e-14 -5.45342e-13
49800 -1.21758e-12 9.68114e-14 -5.45342e-13
49900 -1.24878e-12 1.13687e-13 -5.3646e-13
50000 -1.27431e-12 1.27898e-13 -5.77316e-13
50100 -1.29052e-12 1.26121e-13 -5.56e-13
50200 -1.25233e-12 1.11022e-13 -5.64881e-13
50300 -1.28075e-12 1.4122e-13 -5.79981e-13
50400 -1.28608e-12 1.25233e-13 -5.86198e-13
50500 -1.31806e-12 9.23706e-14 -6.0485e-13
50600 -1.33848e-12 9.14824e-14 -6.23501e-13
50700 -1.40377e-12 1.03029e-13 -6.27942e-13
50800 -1.40732e-12 8.52651e-14 -6.05738e-13
50900 -1.40377e-12 1.16351e-13 -6.65246e-13
51000 -1.3971e-12 1.03917e-13 -6.71019e-13
51100 -1.43308e-12 8.88178e-14 -6.5814e-13
51200 -1.46572e-12 1.24345e-13 -6.36824e-13
51300 -1.46017e-12 1.03029e-13 -6.57252e-13
51400 -1.45972e-12 8.70415e-14 -6.72129e-13
51500 -1.48814e-12 1.29674e-13 -7.15872e-13
51600 -1.50502e-12 1.1724e-13 -6.98996e-13
51700 -1.50635e-12 1.40332e-13 -7.4607e-13
51800 -1.51035e-12 1.46549e-13 -7.22977e-13
51900 -1.50546e-12 1.5099e-13 -7.60281e-13
52000 -1.53566e-12 1.58984e-13 -7.30083e-13
52100 -1.55875e-12 2.00728e-13 -7.49623e-13
52200 -1.60316e-12 2.14939e-13 -7.78044e-13
52300 -1.66356e-12 2.34479e-13 -7.05214e-13
52400 -1.67466e-12 2.45137e-13 -6.5814e-13
52500 -1.68576e-12 2.77112e-13 -6.87672e-13
52600 -1.66356e-12 2.71783e-13 -7.02327e-13
52700 -1.66445e-12 2.62901e-13 -6.91891e-13
52800 -1.62181e-12 2.41585e-13 -6.53699e-13
52900 -1.65734e-12 2.80664e-13 -6.12843e-13
53000 -1.63602e-12 2.54019e-13 -6.57252e-13
53100 -1.63247e-12 2.38032e-13 -6.74127e-13
53200 -1.64846e-12 2.54019e-13 -6.73239e-13
53300 -1.66622e-12 2.23821e-13 -7.30083e-13
53400 -1.67688e-12 2.27374e-13 -7.86926e-13
53500 -1.66622e-12 2.36255e-13 -7.7538e-13
53600 -1.68043e-12 2.16716e-13 -7.35412e-13
53700 -1.64135e-12 1.93623e-13 -7.15872e-13
53800 -1.64491e-12 1.38556e-13 -7.33635e-13
53900 -1.66622e-12 1.40332e-13 -7.31859e-13
54000 -1.64491e-12 1.75859e-13 -7.19425e-13
54100 -1.61648e-12 1.82077e-13 -7.28306e-13
54200 -1.65201e-12 1.77636e-13 -7.35412e-13
54300 -1.668e-12 1.93179e-13 -7.90479e-13
54400 -1.67688e-12 1.93179e-13 -7.60281e-13
54500 -1.6378e-12 1.72973e-13 -8.06466e-13
54600 -1.65024e-12 1.31672e-13 -7.69163e-13
54700 -1.6751e-12 1.28564e-13 -8.25118e-13
54800 -1.69464e-12 1.58984e-13 -8.26006e-13
54900 -1.74527e-12 1.75415e-13 -8.27782e-13
55000 -1.73994e-12 1.74083e-13 -7.97584e-13
55100 -1.76925e-12 1.74527e-13 -8.27782e-13
55200 -1.78524e-12 1.53655e-13 -8.15348e-13
55300 -1.81188e-12 1.19904e-13 -8.41105e-13
55400 -1.80478e-12 1.29674e-13 -8.27782e-13
55500 -1.76215e-12 1.26565e-13 -8.15348e-13
55600 -1.81188e-12 1.46549e-13 -7.95808e-13
55700 -1.81188e-12 1.86517e-13 -8.16236e-13
55800 -1.82965e-12 1.75859e-13 -8.29559e-13
55900 -1.76925e-12 1.35003e-13 -8.49099e-13
56000 -1.79412e-12 1.74971e-13 -8.51541e-13
56100 -1.76925e-12 1.52767e-13 -8.71081e-13
56200 -1.73017e-12 1.68754e-13 -9.07718e-13
56300 -1.76215e-12 1.49214e-13 -8.8507e-13
56400 -1.74794e-12 1.7053e-13 -8.41993e-13
56500 -1.74083e-12 1.79412e-13 -8.65974e-13
56600 -1.7657e-12 2.06946e-13 -8.18012e-13
56700 -1.7657e-12 2.4869e-13 -8.31335e-13
56800 -1.80123e-12 2.70894e-13 -8.41993e-13
56900 -1.79057e-12 3.01092e-13 -8.74856e-13
57000 -1.74438e-12 2.98428e-13 -8.85514e-13
57100 -1.75504e-12 2.64677e-13 -9.166e-13
57200 -1.73372e-12 2.30038e-13 -8.8729e-13
57300 -1.76925e-12 2.41585e-13 -8.82849e-13
57400 -1.75504e-12 2.37144e-13 -8.63309e-13
57500 -1.76925e-12 2.59348e-13 -9.11271e-13
57600 -1.76748e-12 3.12639e-13 -9.02389e-13
57700 -1.75326e-12 2.93099e-13 -9.34364e-13
57800 -1.73905e-12 2.91767e-13 -9.23706e-13
57900 -1.72307e-12 3.39284e-13 -9.68114e-13
58000 -1.76037e-12 3.30402e-13 -9.60121e-13
58100 -1.76437e-12 3.43281e-13 -1.00009e-12
58200 -1.78302e-12 3.09974e-13 -9.76108e-13
58300 -1.77969e-12 3.04645e-13 -9.76108e-13
58400 -1.77525e-12 3.05533e-13 -9.98313e-13
58500 -1.75016e-12 3.32179e-13 -9.43245e-13
58600 -1.77347e-12 3.09974e-13 -9.34364e-13
58700 -1.73772e-12 3.29514e-13 -9.09495e-13
58800 -1.73728e-12 2.99316e-13 -9.29035e-13
58900 -1.74438e-12 3.01981e-13 -9.20153e-13
59000 -1.73372e-12 3.2685e-13 -9.73444e-13
59100 -1.70353e-12 3.40172e-13 -9.96536e-13
59200 -1.69464e-12 3.33067e-13 -1.01608e-12
59300 -1.69642e-12 3.05533e-13 -1.01963e-12
59400 -1.66711e-12 3.28626e-13 -1.01963e-12
59500 -1.64135e-12 3.49942e-13 -1.01075e-12
59600 -1.62892e-12 3.17524e-13 -1.01119e-12
59700 -1.61915e-12 3.26406e-13 -1.00631e-12
59800 -1.62892e-12 3.40172e-13 -1.00009e-12
59900 -1.64935e-12 3.5083e-13 -9.7522e-13
60000 -1.62981e-12 3.15303e-13 -9.80549e-13
60100 -1.63958e-12 2.73559e-13 -9.7522e-13
60200 -1.63602e-12 3.04645e-13 -9.87654e-13
60300 -1.57385e-12 2.83329e-13 -9.78773e-13
60400 -1.55609e-12 2.52243e-13 -9.62785e-13
60500 -1.6005e-12 3.01981e-13 -9.73444e-13
60600 -1.62537e-12 3.14415e-13 -1.00719e-12
60700 -1.59606e-12 3.09974e-13 -1.0445e-12
60800 -1.62004e-12 3.27738e-13 -1.03917e-12
60900 -1.63336e-12 3.34843e-13 -1.02851e-12
61000 -1.64668e-12 2.61124e-13 -1.02052e-12
61100 -1.61471e-12 2.61124e-13 -9.95648e-13
61200 -1.64135e-12 2.82441e-13 -9.72555e-13
61300 -1.668e-12 2.73559e-13 -9.8499e-13
61400 -1.65645e-12 2.89546e-13 -1.01608e-12
61500 -1.69287e-12 2.46914e-13 -1.00719e-12
61600 -1.68132e-12 1.98952e-13 -1.02673e-12
61700 -1.69464e-12 2.0961e-13 -1.06937e-12
61800 -1.68399e-12 1.98952e-13 -1.0445e-12
61900 -1.67688e-12 2.55795e-13 -1.06937e-12
62000 -1.66978e-12 2.16716e-13 -1.03384e-12
62100 -1.65556e-12 2.36255e-13 -1.03029e-12
62200 -1.63425e-12 2.64677e-13 -1.02318e-12
62300 -1.66267e-12 2.89546e-13 -1.00719e-12
62400 -1.6378e-12 2.71783e-13 -9.89431e-13
62500 -1.64135e-12 2.54907e-13 -9.99201e-13
62600 -1.62181e-12 2.18492e-13 -9.90319e-13
62700 -1.60227e-12 2.39808e-13 -9.89431e-13
62800 -1.64668e-12 2.43361e-13 -9.97424e-13
62900 -1.65912e-12 2.13163e-13 -9.85878e-13
63000 -1.72307e-12 2.17604e-13 -9.66338e-13
63100 -1.71951e-12 1.74083e-13 -1.00542e-12
63200 -1.72662e-12 2.30926e-13 -9.80549e-13
63300 -1.68754e-12 2.62013e-13 -9.57456e-13
63400 -1.70353e-12 2.8777e-13 -9.78773e-13
63500 -1.66267e-12 2.98428e-13 -9.66338e-13
63600 -1.66622e-12 3.09974e-13 -9.78773e-13
63700 -1.68754e-12 3.37508e-13 -9.52127e-13
63800 -1.65379e-12 3.40172e-13 -9.59233e-13
63900 -1.64579e-12 3.29514e-13 -8.73968e-13
64000 -1.64491e-12 2.91323e-13 -8.8729e-13
64100 -1.6076e-12 3.15303e-13 -8.73968e-13
64200 -1.59739e-12 3.14415e-13 -8.98837e-13
64300 -1.60894e-12 3.05533e-13 -9.23706e-13
64400 -1.63602e-12 2.78888e-13 -9.166e-13
64500 -1.64402e-12 2.99316e-13 -9.11271e-13
64600 -1.67821e-12 3.13527e-13 -9.13047e-13
64700 -1.67577e-12 2.85105e-13 -9.5568e-13
64800 -1.71063e-12 3.07976e-13 -9.30811e-13
64900 -1.75948e-12 3.3662e-13 -9.21929e-13
65000 -1.76037e-12 3.18634e-13 -9.21929e-13
65100 -1.76925e-12 3.54827e-13 -9.9476e-13
65200 -1.79412e-12 3.92575e-13 -9.7522e-13
65300 -1.80389e-12 4.33209e-13 -9.83214e-13
65400 -1.79945e-12 4.61409e-13 -9.92983e-13
65500 -1.78835e-12 4.29878e-13 -9.86766e-13
65600 -1.81055e-12 4.59188e-13 -9.44134e-13
65700 -1.78169e-12 4.49418e-13 -9.27258e-13
65800 -1.78435e-12 3.92575e-13 -9.0683e-13
65900 -1.76681e-12 4.2899e-13 -9.44134e-13
66000 -1.73994e-12 4.60965e-13 -9.62785e-13
66100 -1.78524e-12 4.78728e-13 -1.01252e-12
66200 -1.78346e-12 4.1922e-13 -9.80549e-13
66300 -1.79678e-12 4.03233e-13 -9.3614e-13
66400 -1.78879e-12 4.35207e-13 -9.13047e-13
66500 -1.83498e-12 4.2899e-13 -8.73079e-13
66600 -1.78346e-12 4.24993e-13 -9.23706e-13
66700 -1.82965e-12 3.52607e-13 -9.34364e-13
66800 -1.83142e-12 3.55271e-13 -9.62785e-13
66900 -1.86162e-12 3.49942e-13 -9.46798e-13
67000 -1.9007e-12 3.73923e-13 -9.46798e-13
67100 -1.87583e-12 3.27738e-13 -9.37916e-13
67200 -1.9007e-12 3.33067e-13 -9.37916e-13
67300 -1.89182e-12 3.48166e-13 -9.46798e-13
67400 -1.8936e-12 3.27738e-13 -8.75744e-13
67500 -1.89715e-12 3.69482e-13 -8.81073e-13
67600 -1.88827e-12 3.58824e-13 -9.11271e-13
67700 -1.86873e-12 3.25073e-13 -9.166e-13
67800 -1.88649e-12 3.37508e-13 -9.20153e-13
67900 -1.85807e-12 3.33067e-13 -9.50351e-13
68000 -1.87583e-12 3.4639e-13 -9.85878e-13
68100 -1.87228e-12 3.62377e-13 -9.89431e-13
68200 -1.86873e-12 3.606e-13 -9.59233e-13
68300 -1.88294e-12 3.57048e-13 -9.61897e-13
68400 -1.87583e-12 3.48166e-13 -9.63674e-13
68500 -1.86162e-12 3.69482e-13 -9.56568e-13
68600 -1.85452e-12 3.51719e-13 -9.21929e-13
68700 -1.87228e-12 3.41061e-13 -9.21929e-13
68800 -1.87228e-12 3.55271e-13 -8.98837e-13
68900 -1.89715e-12 3.19744e-13 -9.37916e-13
69000 -1.87939e-12 3.62377e-13 -9.59233e-13
69100 -1.85096e-12 3.44613e-13 -9.61009e-13
69200 -1.84386e-12 3.41061e-13 -9.9476e-13
69300 -1.82609e-12 3.41061e-13 -9.9476e-13
69400 -1.85096e-12 3.30402e-13 -1.00719e-12
69500 -1.84031e-12 3.16192e-13 -9.91207e-13
69600 -1.82254e-12 3.01981e-13 -9.73444e-13
69700 -1.91136e-12 2.91323e-13 -9.69891e-13
69800 -1.95044e-12 2.51354e-13 -9.98313e-13
69900 -1.91136e-12 2.15827e-13 -9.6545e-13
70000 -1.95399e-12 2.45581e-13 -9.89431e-13
70100 -1.94689e-12 2.14939e-13 -9.91207e-13
70200 -1.87939e-12 2.07834e-13 -1.02407e-12
70300 -1.8856e-12 1.95399e-13 -1.02318e-12
70400 -1.91491e-12 1.72307e-13 -1.00187e-12
70500 -1.90958e-12 1.9007e-13 -1.00897e-12
70600 -1.9309e-12 2.28262e-13 -1.00897e-12
70700 -1.92646e-12 2.62013e-13 -9.9476e-13
70800 -1.91669e-12 2.52243e-13 -1.00897e-12
70900 -1.91669e-12 2.78888e-13 -1.01608e-12
71000 -1.8936e-12 2.2915e-13 -1.00009e-12
71100 -1.87406e-12 2.32703e-13 -1.00187e-12
71200 -1.86162e-12 2.55795e-13 -9.76996e-13
71300 -1.83853e-12 2.32703e-13 -9.66338e-13
71400 -1.84208e-12 2.61124e-13 -9.69891e-13
71500 -1.80123e-12 2.6823e-13 -9.91207e-13
71600 -1.82254e-12 2.61124e-13 -9.78773e-13
71700 -1.81721e-12 2.39808e-13 -9.71667e-13
71800 -1.83498e-12 2.22045e-13 -9.71667e-13
71900 -1.81011e-12 1.82077e-13 -9.98313e-13
72000 -1.81011e-12 1.68754e-13 -9.76996e-13
72100 -1.75859e-12 1.58096e-13 -9.80549e-13
72200 -1.77636e-12 1.79856e-13 -9.52127e-13
72300 -1.77636e-12 1.98064e-13 -9.61009e-13
72400 -1.77991e-12 1.72751e-13 -9.37916e-13
72500 -1.75504e-12 1.66533e-13 -9.45022e-13
72600 -1.72484e-12 1.49658e-13 -9.52127e-13
72700 -1.78879e-12 1.7808e-13 -9.166e-13
72800 -1.78879e-12 1.33671e-13 -9.166e-13
72900 -1.81366e-12 1.64313e-13 -8.84626e-13
73000 -1.86051e-12 1.44773e-13 -8.63309e-13
73100 -1.85196e-12 1.71418e-13 -8.3844e-13
73200 -1.80256e-12 1.85629e-13 -8.45546e-13
73300 -1.78968e-12 1.95399e-13 -8.10019e-13
73400 -1.77725e-12 1.72307e-13 -8.3844e-13
73500 -1.75415e-12 1.92735e-13 -8.17124e-13
73600 -1.71507e-12 2.18048e-13 -8.06466e-13
73700 -1.68843e-12 2.22489e-13 -8.02913e-13
73800 -1.74971e-12 2.13607e-13 -8.06466e-13
73900 -1.73372e-12 2.24598e-13 -8.06466e-13
74000 -1.72884e-12 1.90514e-13 -7.88702e-13
74100 -1.74794e-12 1.77192e-13 -7.88702e-13
74200 -1.75682e-12 2.24709e-13 -7.60281e-13
74300 -1.78613e-12 2.23377e-13 -8.10019e-13
74400 -1.78257e-12 1.97176e-13 -8.02913e-13
74500 -1.76037e-12 2.15827e-13 -7.53175e-13
74600 -1.7355e-12 2.10054e-13 -7.78044e-13
74700 -1.75504e-12 2.55795e-13 -8.02913e-13
74800 -1.71596e-12 2.47358e-13 -8.26006e-13
74900 -1.70886e-12 2.38254e-13 -8.66862e-13
75000 -1.71774e-12 2.5091e-13 -8.31335e-13
75100 -1.72129e-12 2.37144e-13 -8.61533e-13
75200 -1.7284e-12 2.4114e-13 -8.59757e-13
75300 -1.74616e-12 1.99396e-13 -8.2423e-13
75400 -1.72484e-12 1.83853e-13 -8.29559e-13
75500 -1.72662e-12 2.10498e-13 -8.2423e-13
75600 -1.74438e-12 1.74083e-13 -7.86926e-13
75700 -1.74438e-12 1.62537e-13 -8.13571e-13
75800 -1.72573e-12 1.63425e-13 -8.13571e-13
75900 -1.70886e-12 1.79412e-13 -8.20677e-13
76000 -1.75504e-12 1.62537e-13 -7.97584e-13
76100 -1.73372e-12 1.55875e-13 -7.8515e-13
76200 -1.6982e-12 1.84741e-13 -7.95808e-13
76300 -1.72662e-12 1.86962e-13 -8.2423e-13
76400 -1.7657e-12 1.08358e-13 -8.17124e-13
76500 -1.79767e-12 8.17124e-14 -8.3844e-13
76600 -1.80478e-12 7.99361e-14 -8.29559e-13
76700 -1.77991e-12 1.33227e-13 -8.45546e-13
76800 -1.79057e-12 8.34888e-14 -8.13571e-13
76900 -1.83675e-12 5.06262e-14 -7.94032e-13
77000 -1.80833e-12 7.28306e-14 -7.88702e-13
77100 -1.81188e-12 5.86198e-14 -7.8515e-13
77200 -1.79767e-12 5.41789e-14 -8.41993e-13
77300 -1.84741e-12 7.4607e-14 -8.45546e-13
77400 -1.85096e-12 1.95399e-14 -8.45546e-13
77500 -1.84031e-12 3.28626e-14 -8.10019e-13
77600 -1.82254e-12 3.73035e-14 -7.8515e-13
77700 -1.84386e-12 9.05942e-14 -8.10019e-13
77800 -1.8936e-12 6.4837e-14 -8.02913e-13
77900 -1.86162e-12 1.00364e-13 -7.70939e-13
78000 -1.85629e-12 1.1191e-13 -7.31859e-13
78100 -1.86695e-12 1.17684e-13 -7.17648e-13
78200 -1.82609e-12 1.24234e-13 -7.35412e-13
78300 -1.80655e-12 1.10578e-13 -7.70939e-13
78400 -1.82077e-12 1.32339e-13 -7.53175e-13
78500 -1.78701e-12 1.35003e-13 -7.60281e-13
78600 -1.73728e-12 1.09246e-13 -7.70939e-13
78700 -1.78346e-12 1.00364e-13 -7.60281e-13
78800 -1.79767e-12 5.59552e-14 -7.95808e-13
78900 -1.80478e-12 5.24025e-14 -7.88702e-13
79000 -1.803e-12 4.9738e-14 -7.88702e-13
79100 -1.79767e-12 5.68434e-14 -7.81597e-13
79200 -1.79412e-12 7.99361e-14 -8.02913e-13
79300 -1.79767e-12 5.50671e-14 -8.13571e-13
79400 -1.7657e-12 -7.10543e-15 -8.3844e-13
79500 -1.77458e-12 -5.86198e-14 -8.17124e-13
79600 -1.75326e-12 -8.17124e-14 -8.3844e-13
79700 -1.80123e-12 -8.79297e-14 -8.20677e-13
79800 -1.82965e-12 -1.12799e-13 -8.50875e-13
79900 -1.82965e-12 -9.41469e-14 -8.56204e-13
80000 -1.85807e-12 -1.22569e-13 -8.61533e-13
80100 -1.86162e-12 -9.50351e-14 -8.50875e-13
80200 -1.86162e-12 -6.21725e-14 -8.49099e-13
80300 -1.85807e-12 -6.26166e-14 -8.33111e-13
80400 -1.85096e-12 -1.19904e-14 -7.47846e-13
80500 -1.8332e-12 6.21725e-15 -7.88702e-13
80600 -1.84919e-12 9.76996e-15 -7.53175e-13
80700 -1.86784e-12 -3.24185e-14 -7.60281e-13
80800 -1.81899e-12 -2.44249e-14 -7.10543e-13
80900 -1.80833e-12 -5.10703e-14 -7.14095e-13
81000 -1.76126e-12 -6.17284e-14 -7.03437e-13
81100 -1.78701e-12 -5.50671e-14 -7.2653e-13
81200 -1.78169e-12 -7.37188e-14 -7.76268e-13
81300 -1.80655e-12 -5.77316e-14 -8.10019e-13
81400 -1.76215e-12 -5.10703e-14 -8.19789e-13
81500 -1.76215e-12 -5.50671e-14 -8.41993e-13
81600 -1.74083e-12 -7.81597e-14 -8.11795e-13
81700 -1.73905e-12 -6.35048e-14 -8.31335e-13
81800 -1.68754e-12 -2.30926e-14 -8.26006e-13
81900 -1.67155e-12 -1.5099e-14 -8.3844e-13
82000 -1.65556e-12 -7.10543e-15 -8.59757e-13
82100 -1.65556e-12 1.28786e-14 -8.02913e-13
82200 -1.65024e-12 2.79776e-14 -8.2423e-13
82300 -1.66089e-12 4.35207e-14 -7.97584e-13
82400 -1.60583e-12 6.66134e-14 -7.79821e-13
82500 -1.6005e-12 7.4607e-14 -7.70939e-13
82600 -1.60227e-12 1.06692e-13 -8.10907e-13
82700 -1.55431e-12 1.21236e-13 -7.54952e-13
82800 -1.58451e-12 1.03251e-13 -7.61169e-13
82900 -1.58984e-12 1.16573e-13 -7.79821e-13
83000 -1.57563e-12 1.30784e-13 -8.09131e-13
83100 -1.53477e-12 6.75016e-14 -7.89591e-13
83200 -1.51168e-12 7.72715e-14 -7.49623e-13
83300 -1.47971e-12 7.81597e-14 -7.53175e-13
83400 -1.4353e-12 1.0747e-13 -7.49623e-13
83500 -1.44418e-12 1.06581e-13 -7.74492e-13
83600 -1.44373e-12 1.06581e-13 -7.63833e-13
83700 -1.43396e-12 1.00808e-13 -7.37188e-13
83800 -1.43574e-12 1.31894e-13 -6.98108e-13
83900 -1.49392e-12 1.26121e-13 -6.8745e-13
84000 -1.46771e-12 1.12355e-13 -7.38076e-13
84100 -1.46683e-12 1.0747e-13 -7.22977e-13
84200 -1.47127e-12 1.01252e-13 -7.30971e-13
84300 -1.49036e-12 1.03029e-13 -6.98108e-13
84400 -1.51856e-12 1.2168e-13 -6.53699e-13
84500 -1.45883e-12 1.82077e-13 -6.6791e-13
84600 -1.47615e-12 1.81188e-13 -6.64357e-13
84700 -1.45572e-12 1.45661e-13 -6.71463e-13
84800 -1.42109e-12 1.10134e-13 -6.51923e-13
84900 -1.40332e-12 1.03917e-13 -6.91003e-13
85000 -1.42819e-12 7.63833e-14 -6.66134e-13
85100 -1.39977e-12 1.01252e-13 -6.67022e-13
85200 -1.39622e-12 1.24345e-13 -7.0699e-13
85300 -1.4202e-12 1.2168e-13 -7.08766e-13
85400 -1.40199e-12 9.76996e-14 -7.03437e-13
85500 -1.40532e-12 1.45661e-13 -7.50511e-13
85600 -1.43308e-12 1.84741e-13 -7.29194e-13
85700 -1.42908e-12 1.65201e-13 -7.37188e-13
85800 -1.42109e-12 1.73195e-13 -7.38076e-13
85900 -1.43352e-12 1.6076e-13 -7.45182e-13
86000 -1.42109e-12 1.72307e-13 -7.40741e-13
86100 -1.41842e-12 1.97176e-13 -7.17648e-13
86200 -1.42908e-12 1.77636e-13 -6.62581e-13
86300 -1.41664e-12 1.93623e-13 -6.9722e-13
86400 -1.37845e-12 1.83853e-13 -6.86562e-13
86500 -1.37135e-12 1.66089e-13 -6.55476e-13
86600 -1.33582e-12 1.97176e-13 -6.76792e-13
86700 -1.35314e-12 2.30926e-13 -6.51923e-13
86800 -1.33404e-12 2.02505e-13 -6.47038e-13
86900 -1.35358e-12 1.97176e-13 -6.27498e-13
87000 -1.3749e-12 2.02505e-13 -6.66356e-13
87100 -1.37845e-12 2.2915e-13 -6.63025e-13
87200 -1.45306e-12 2.55795e-13 -6.82565e-13
87300 -1.45928e-12 2.61124e-13 -6.91003e-13
87400 -1.4424e-12 2.41585e-13 -7.03437e-13
87500 -1.4273e-12 2.32703e-13 -6.78568e-13
87600 -1.4011e-12 2.41585e-13 -6.53699e-13
87700 -1.40954e-12 2.71783e-13 -6.54587e-13
87800 -1.45084e-12 2.78888e-13 -6.17284e-13
87900 -1.45461e-12 2.52243e-13 -5.97744e-13
88000 -1.51679e-12 2.33591e-13 -5.87974e-13
88100 -1.51879e-12 2.66454e-13 -5.72875e-13
88200 -1.54721e-12 2.54019e-13 -5.40012e-13
88300 -1.52767e-12 2.61569e-13 -5.75984e-13
88400 -1.55254e-12 2.91323e-13 -5.49338e-13
88500 -1.55254e-12 2.67342e-13 -5.59108e-13
88600 -1.54721e-12 2.70894e-13 -5.30243e-13
88700 -1.59339e-12 2.78888e-13 -5.27578e-13
88800 -1.55786e-12 2.78888e-13 -5.09814e-13
88900 -1.62093e-12 2.90434e-13 -5.49782e-13
89000 -1.59073e-12 2.32703e-13 -5.59552e-13
89100 -1.62093e-12 2.59348e-13 -5.25802e-13
89200 -1.5854e-12 2.39808e-13 -5.22249e-13
89300 -1.57119e-12 3.25073e-13 -5.02709e-13
89400 -1.57474e-12 3.09086e-13 -5.29354e-13
89500 -1.61249e-12 3.08198e-13 -5.22249e-13
89600 -1.57163e-12 2.97096e-13 -5.34683e-13
89700 -1.58185e-12 2.76668e-13 -5.00933e-13
89800 -1.56719e-12 2.70006e-13 -4.90274e-13
89900 -1.58318e-12 3.34843e-13 -5.09814e-13
90000 -1.57674e-12 2.92655e-13 -5.27578e-13
90100 -1.55609e-12 2.80664e-13 -5.43565e-13
90200 -1.55209e-12 3.31291e-13 -5.27578e-13
90300 -1.57918e-12 3.20632e-13 -5.32907e-13
90400 -1.52767e-12 3.28626e-13 -5.15143e-13
90500 -1.50813e-12 3.5083e-13 -5.29354e-13
90600 -1.48326e-12 3.84581e-13 -5.50671e-13
90700 -1.49125e-12 3.25073e-13 -5.29354e-13
90800 -1.5361e-12 3.17968e-13 -5.31131e-13
90900 -1.54055e-12 3.23741e-13 -5.3646e-13
91000 -1.5532e-12 2.98428e-13 -5.40012e-13
91100 -1.57385e-12 3.11307e-13 -5.3646e-13
91200 -1.54987e-12 3.15303e-13 -4.84945e-13
91300 -1.54365e-12 3.32179e-13 -4.84945e-13
91400 -1.54188e-12 3.43725e-13 -4.9738e-13
91500 -1.56941e-12 3.86358e-13 -5.08038e-13
91600 -1.54188e-12 3.57936e-13 -5.25802e-13
91700 -1.54632e-12 3.79252e-13 -4.88498e-13
91800 -1.54721e-12 3.8014e-13 -5.43565e-13
91900 -1.52856e-12 3.73923e-13 -5.79092e-13
92000 -1.5441e-12 3.61045e-13 -5.79092e-13
92100 -1.54898e-12 3.37952e-13 -5.52447e-13
92200 -1.53921e-12 3.35731e-13 -5.64881e-13
92300 -1.53211e-12 3.55271e-13 -5.80869e-13
92400 -1.54809e-12 3.49498e-13 -5.96856e-13
92500 -1.55431e-12 3.5083e-13 -6.03961e-13
92600 -1.5552e-12 3.25961e-13 -6.07514e-13
92700 -1.50635e-12 3.21076e-13 -5.84421e-13
92800 -1.48326e-12 3.25073e-13 -5.82645e-13
92900 -1.50724e-12 2.78888e-13 -6.07514e-13
93000 -1.49836e-12 3.16192e-13 -5.9508e-13
93100 -1.48326e-12 2.92211e-13 -6.19949e-13
93200 -1.44595e-12 2.8777e-13 -5.98632e-13
93300 -1.43352e-12 2.57572e-13 -6.14619e-13
93400 -1.4353e-12 2.42473e-13 -6.2883e-13
93500 -1.44773e-12 2.34479e-13 -6.35936e-13
93600 -1.44951e-12 2.42473e-13 -6.18172e-13
