# Time-averaged data for fix dump_pressure
# TimeStep c_calc_pressure
45900 0.27821
46000 0.961735
46100 1.30616
46200 0.462381
46300 1.18449
46400 0.366559
46500 1.29644
46600 1.18324
46700 0.769445
46800 0.797218
46900 0.861821
47000 0.220831
47100 1.19517
47200 1.10065
47300 1.04994
47400 0.702722
47500 0.80773
47600 0.838196
47700 0.84292
47800 1.43049
47900 1.05417
48000 0.563545
48100 0.782284
48200 1.48298
48300 1.14368
48400 1.17126
48500 0.813818
48600 0.666608
48700 0.829326
48800 1.36561
48900 0.83957
49000 1.63684
49100 1.11748
49200 0.698887
49300 0.654005
49400 1.03297
49500 1.00222
49600 0.950727
49700 0.327323
49800 0.913325
49900 0.671256
50000 0.86908
50100 0.759924
50200 0.663226
50300 0.891946
50400 0.836422
50500 0.51195
50600 1.08699
50700 0.476256
50800 0.947117
50900 0.777039
51000 0.487221
51100 1.07623
51200 0.834473
51300 0.820928
51400 0.817512
51500 1.41028
51600 0.453424
51700 0.271314
51800 0.643494
51900 1.16284
52000 0.50918
52100 0.844728
52200 0.621428
52300 0.980153
52400 1.14242
52500 0.848818
52600 1.09565
52700 0.909881
52800 0.734903
52900 1.05751
53000 0.54194
53100 0.897644
53200 1.07384
53300 1.11898
53400 0.565983
53500 0.497266
53600 0.315849
53700 1.02806
53800 0.587736
53900 1.09123
54000 0.450858
54100 0.218413
54200 1.19626
54300 1.01068
54400 1.05828
54500 0.0359239
54600 0.663595
54700 1.17306
54800 1.05692
54900 0.107675
55000 1.65253
55100 0.566256
55200 0.799386
55300 0.511306
55400 0.741818
55500 1.22716
55600 0.523223
55700 0.939943
55800 0.746026
55900 1.11826
56000 1.17762
56100 1.06002
56200 0.770489
56300 1.01299
56400 0.595507
56500 1.05224
56600 1.78553
56700 0.786099
56800 0.712683
56900 1.01298
57000 1.53193
57100 0.883931
57200 1.13762
57300 1.17275
57400 1.40848
57500 1.38948
57600 1.1584
57700 1.46202
57800 0.917524
57900 0.608048
58000 1.79939
58100 1.24478
58200 0.504447
58300 1.12717
58400 0.862422
58500 0.147632
58600 1.07809
58700 0.369852
58800 0.751321
58900 1.06198
59000 0.770211
59100 1.00536
59200 1.05767
59300 0.459514
59400 1.22854
59500 0.339781
59600 0.941091
59700 0.870005
59800 0.861043
59900 1.08586
60000 0.833633
60100 0.903898
60200 0.764776
60300 0.631251
60400 0.751344
60500 0.735751
60600 1.3107
60700 1.33877
60800 1.28957
60900 0.845075
61000 1.17163
61100 0.442614
61200 0.709484
61300 0.578841
61400 0.439503
61500 0.290298
61600 0.870675
61700 0.770623
61800 0.524927
61900 0.978525
62000 0.667441
62100 0.737772
62200 0.688495
62300 0.890068
62400 1.22271
62500 0.995305
62600 0.362056
62700 0.941445
62800 1.03217
62900 0.751675
63000 1.2951
63100 0.338344
63200 0.324084
63300 0.768569
63400 0.756495
63500 1.18328
63600 0.554737
63700 0.720694
63800 0.806865
63900 0.568593
64000 1.11733
64100 0.89741
64200 0.642571
64300 1.4952
64400 0.469286
64500 0.643768
64600 1.07384
64700 0.104022
64800 0.692011
64900 0.959119
65000 1.03454
65100 0.954306
65200 0.908193
65300 0.84554
65400 0.664717
65500 0.984824
65600 0.70709
65700 0.929619
65800 0.687285
65900 0.212928
66000 0.821667
66100 -0.231001
66200 1.11441
66300 0.628427
66400 0.716851
66500 0.29055
66600 0.97864
66700 0.579976
66800 1.03235
66900 0.418849
67000 1.15913
67100 0.733022
67200 0.541543
67300 1.01074
67400 0.988195
67500 1.19846
67600 1.18522
67700 1.04108
67800 0.664254
67900 1.09416
68000 0.52036
68100 0.316266
68200 0.419188
68300 1.18612
68400 0.809682
68500 1.27747
68600 0.829612
68700 0.765185
68800 0.693386
68900 1.14924
69000 0.479385
69100 0.97389
69200 0.889554
69300 0.413984
69400 0.753229
69500 0.776038
69600 0.844233
69700 1.00355
69800 1.28553
69900 0.588681
70000 0.639198
70100 0.665957
70200 0.861718
70300 0.471903
70400 1.1898
70500 0.730601
70600 0.243261
70700 1.18229
70800 0.361829
70900 0.361253
71000 0.592875
71100 1.07776
71200 0.444891
71300 0.25278
71400 0.956633
71500 1.25669
71600 0.936713
71700 1.22515
71800 0.681761
71900 1.336
72000 0.853611
72100 1.06799
72200 0.368987
72300 1.01613
72400 0.775478
72500 1.18302
72600 1.42956
72700 1.18808
72800 0.307126
72900 1.24304
73000 0.937351
73100 1.40933
73200 1.26763
73300 0.800301
73400 1.17426
73500 0.8859
73600 1.30792
73700 0.79923
73800 0.911684
73900 1.12387
74000 1.19045
74100 1.09475
74200 0.902011
74300 1.11121
74400 0.412997
74500 1.73745
74600 1.06857
74700 0.472682
74800 1.38129
74900 1.05559
75000 0.703567
75100 0.584527
75200 0.697719
75300 1.01106
75400 0.641569
75500 1.16887
75600 0.759727
75700 1.11006
75800 1.1791
75900 0.549299
76000 0.822948
76100 1.48615
76200 0.687781
76300 1.25624
76400 0.922675
76500 1.17557
76600 1.37791
76700 1.39598
76800 1.01745
76900 0.863867
77000 0.370017
77100 0.793292
77200 0.884378
77300 1.128
77400 0.984385
77500 1.00858
77600 0.633791
77700 1.73838
77800 0.843148
77900 0.909689
78000 1.026
78100 1.69858
78200 1.33003
78300 0.80899
78400 0.922113
78500 1.27524
78600 1.03602
78700 1.28503
78800 0.814272
78900 0.517592
79000 0.883879
79100 0.801474
79200 0.620167
79300 0.774826
79400 0.45264
79500 1.19763
79600 1.14805
79700 1.02564
79800 0.472757
79900 1.09718
80000 0.712158
80100 1.24123
80200 1.25796
80300 0.720473
80400 -0.0252543
80500 0.992902
80600 1.12592
80700 1.06672
80800 1.14704
80900 0.623919
81000 1.05656
81100 0.885844
81200 0.193904
81300 0.778296
81400 1.24011
81500 0.259383
81600 0.835065
81700 1.15746
81800 0.711976
81900 1.19039
82000 1.0793
82100 0.70096
82200 2.07592
82300 0.712335
82400 1.16569
82500 0.758925
82600 0.838416
82700 0.535499
82800 1.35505
82900 0.811042
83000 1.08769
83100 1.40982
83200 0.606207
83300 0.768462
83400 0.538462
83500 0.765824
83600 0.604896
83700 1.00507
83800 0.69663
83900 1.28688
84000 1.17814
84100 1.17605
84200 0.226612
84300 0.398106
84400 1.0387
84500 0.509669
84600 1.5249
84700 0.494368
84800 0.906953
84900 0.634901
85000 1.24779
85100 0.46098
85200 1.00034
85300 0.957935
85400 0.59897
85500 0.91061
85600 0.477795
85700 0.571268
85800 0.131908
85900 0.664745
86000 0.76472
86100 0.528706
86200 1.33489
86300 0.589059
86400 0.353178
86500 0.260865
86600 0.649579
86700 0.931619
86800 0.795554
86900 0.66027
87000 0.647814
87100 1.12312
87200 0.686865
87300 1.34546
87400 0.6833
87500 0.86266
87600 0.773582
87700 0.953509
87800 1.12453
87900 1.47641
88000 0.434599
88100 0.481578
88200 1.04122
88300 1.32461
88400 0.460573
88500 0.99153
88600 0.888619
88700 0.666714
88800 1.23025
88900 0.940624
89000 0.697062
89100 0.790786
89200 0.818982
89300 1.04304
89400 0.814051
89500 0.819079
89600 1.21903
89700 1.05438
89800 0.589173
89900 0.835122
90000 0.538214
90100 0.655934
90200 1.252
90300 0.541913
90400 1.02753
90500 0.692873
90600 0.896193
90700 -0.0921243
90800 0.650054
90900 0.634727
91000 1.15814
91100 0.0443201
91200 0.583564
91300 0.746658
91400 0.587987
91500 0.779624
91600 0.683011
91700 0.593244
91800 1.10151
91900 0.829296
92000 0.334244
92100 0.961246
92200 0.964745
92300 1.15373
92400 1.28611
92500 1.12739
92600 0.99718
92700 0.73282
92800 0.857314
92900 1.19428
93000 1.20967
93100 1.60278
93200 0.882733
93300 0.800838
93400 0.668685
93500 1.27374
93600 1.34238
93700 0.305345
93800 1.14011
93900 1.44157
94000 0.765117
94100 0.623552
94200 0.619023
94300 0.387394
94400 1.04152
94500 0.563096
94600 0.995996
94700 0.582094
94800 0.737013
94900 1.23116
95000 0.920046
95100 0.724247
95200 1.24412
95300 1.2491
95400 0.2204
95500 0.677707
95600 0.514483
95700 1.20261
95800 1.45916
95900 1.21152
96000 1.01847
96100 0.419646
96200 0.799326
96300 0.443036
96400 1.0649
96500 0.826266
96600 0.810257
96700 1.04055
96800 0.233285
96900 1.49561
97000 1.36107
97100 1.26616
97200 0.368581
97300 0.894289
97400 1.06053
97500 1.13669
97600 1.48891
97700 0.802947
97800 0.358979
97900 1.43454
98000 0.810261
98100 1.13231
98200 0.377035
98300 1.15352
98400 0.780266
98500 1.14148
98600 0.812331
98700 0.571626
98800 0.249071
98900 1.07151
99000 0.911172
99100 1.18563
99200 0.691724
99300 0.631153
99400 0.688193
99500 0.649865
99600 1.18768
99700 1.21601
99800 1.15389
99900 0.998611
100000 1.49328
